Date,TBTA_CBDInbound,PANYNJ_CBDInbound,ERB_Inbound,TPEP_CBD_Speed,TBTA_CBDInbound_Avg,PANYNJ_CBDInbound_Avg,ERB_Inbound_Avg,Total_CBDInbound_Volume,TBTA_CBDInbound_Pct,PANYNJ_CBDInbound_Pct,ERB_Inbound_Pct,TPEP_CBD_Speed_Avg
6/10/2020,49209,60220,216719,11.989,39932,52813,184860,277605,0.143844671,0.190245132,0.665910196,12.228
6/11/2020,47759,60680,211592,11.873,40484,53984,189316,283784,0.142657796,0.190229188,0.667113016,12.212
6/12/2020,54874,63866,219530,11.776,42226,55553,194287,292066,0.144576911,0.190207008,0.665216081,12.16
6/13/2020,29300,55398,185340,12.833,43119,57565,199874,300558,0.143463159,0.191527093,0.665009749,12.279
6/14/2020,26637,51348,168450,13.537,43430,58669,202058,304157,0.1427881,0.192890514,0.664321387,12.316
6/15/2020,51738,63591,219783,11.843,44120,59271,204116,307507,0.143476409,0.192746832,0.66377676,12.268
6/16/2020,52752,64650,218326,11.566,44610,59965,205677,310252,0.143786341,0.193278367,0.662935291,12.202
6/17/2020,54330,66182,223808,11.535,45341,60816,206690,312847,0.144930269,0.194395343,0.660674387,12.138
6/18/2020,55926,68047,228266,11.453,46508,61869,209072,317449,0.146505423,0.194894298,0.658600279,12.078
6/19/2020,61865,70872,218257,11.114,47507,62870,208890,319267,0.148800221,0.196919819,0.65427996,11.983
6/20/2020,31608,57567,192369,13.065,47837,63180,209894,320911,0.149066252,0.196877016,0.654056732,12.016
6/21/2020,30014,58127,171551,13.816,48319,64148,210337,322804,0.149685258,0.198721205,0.651593537,12.056
6/22/2020,55947,68339,217540,11.594,48920,64826,210017,323763,0.15109818,0.200226709,0.648675111,12.02
6/23/2020,58297,67704,222006,11.174,49712,65263,210542,325517,0.152717062,0.200490297,0.646792641,11.964
6/24/2020,57943,68414,226250,11.016,50229,65581,210891,326701,0.153746086,0.200737065,0.645516849,11.89
6/25/2020,61718,69667,230917,10.741,51056,65813,211270,328139,0.155592599,0.200564395,0.643843006,11.788
6/26/2020,60225,71122,235579,10.769,50822,65849,213745,330416,0.153812164,0.199291197,0.646896639,11.739
6/27/2020,31514,58379,192813,12.444,50808,65965,213808,330581,0.153693043,0.199542623,0.646764333,11.65
6/28/2020,30691,58454,177809,12.534,50905,66011,214702,331618,0.153504936,0.199057349,0.647437714,11.467
6/29/2020,59663,69936,226048,11.231,51436,66239,215917,333592,0.15418835,0.198562915,0.647248735,11.415
6/30/2020,62023,70767,232061,10.699,51968,66677,217354,335999,0.154667127,0.198444043,0.64688883,11.348
7/1/2020,62900,70799,229717,10.649,52676,67018,217849,337543,0.156057154,0.198546556,0.64539629,11.295
7/2/2020,69391,74211,232246,10.563,53772,67667,218039,339478,0.158396126,0.199326613,0.642277261,11.27
7/3/2020,39404,57756,203440,12.617,50798,65757,213448,330003,0.153931934,0.199261825,0.646806241,11.534
7/4/2020,21223,45463,162325,13.841,49328,63912,209092,322332,0.153034759,0.198280034,0.648685207,11.733
7/5/2020,29261,67499,173089,13.647,49124,65204,208418,322746,0.152206379,0.20202884,0.645764781,11.892
7/6/2020,55808,69828,212847,11.256,48573,65189,206532,320294,0.151651295,0.203528633,0.644820072,11.896
7/7/2020,58066,68797,232484,11.238,48008,64908,206593,319509,0.150255548,0.203149207,0.646595245,11.973
7/8/2020,59376,68636,231815,10.713,47504,64599,206892,318995,0.148917695,0.202507876,0.648574429,11.982
7/9/2020,62971,69775,231169,10.697,46587,63965,206738,317290,0.146827823,0.201597907,0.65157427,12.001
7/10/2020,54320,63337,210859,10.466,48718,64762,207798,321278,0.151638145,0.201576205,0.64678565,11.694
7/11/2020,32007,58102,198384,12.283,50258,66568,212950,329776,0.152400417,0.201858231,0.645741352,11.471
7/12/2020,34829,66180,189197,13.093,51054,66379,215251,332684,0.153460942,0.199525676,0.647013382,11.392
7/13/2020,57790,70841,222597,11.023,51337,66524,216644,334505,0.153471548,0.198872962,0.647655491,11.359
7/14/2020,61564,70712,226754,10.643,51837,66798,215825,334460,0.154987143,0.19971895,0.645293907,11.274
7/15/2020,62787,71260,235336,10.53,52324,67172,216328,335824,0.155807804,0.20002144,0.644170756,11.248
7/16/2020,63023,72774,237250,10.647,52331,67601,217197,337129,0.155225448,0.200519682,0.64425487,11.241
7/17/2020,62639,73309,236701,10.372,53520,69025,220888,343433,0.155838257,0.200985345,0.643176398,11.227
7/18/2020,39365,64682,204597,12.662,54571,69965,221776,346312,0.15757756,0.202028806,0.640393633,11.281
7/19/2020,32822,66433,178430,13.11,54284,70002,220238,344524,0.157562318,0.203184684,0.639252998,11.284
7/20/2020,57431,72797,214724,11.35,54233,70281,219113,343627,0.1578252,0.204527002,0.637647798,11.33
7/21/2020,58333,72190,227252,10.809,53771,70492,219184,343447,0.15656273,0.205248554,0.638188716,11.354
7/22/2020,61663,71416,226572,10.566,53611,70514,217932,342057,0.156731188,0.206146929,0.637121883,11.36
7/23/2020,61186,74195,240172,10.552,53348,70717,218350,342415,0.155799249,0.206524247,0.637676504,11.346
7/24/2020,65425,73794,234162,9.843,53746,70787,217987,342520,0.156913465,0.206665304,0.636421231,11.27
7/25/2020,45031,68836,213648,12.107,54556,71380,219280,345216,0.15803439,0.206769095,0.635196515,11.191
7/26/2020,34849,69001,194117,12.604,54845,71747,221521,348113,0.157549416,0.206102616,0.636347967,11.119
7/27/2020,59327,72943,226006,11.076,55116,71768,223133,350017,0.157466637,0.205041469,0.637491893,11.08
7/28/2020,61576,73140,232288,10.519,55580,71904,223852,351336,0.158196143,0.204658788,0.637145069,11.038
7/29/2020,62055,74169,237400,10.241,55636,72297,225399,353332,0.157460972,0.204614923,0.637924105,10.992
7/30/2020,62856,75507,239770,10.445,55874,72484,225342,353700,0.157970031,0.204930732,0.637099237,10.977
7/31/2020,66392,76885,238295,9.893,56012,72926,225932,354870,0.157838082,0.205500606,0.636661313,10.984
8/1/2020,44601,74958,214296,12.095,55951,73800,226025,355776,0.157264683,0.207433891,0.635301426,10.982
8/2/2020,34054,68211,194282,12.489,55837,73688,226048,355573,0.157033858,0.207237332,0.63572881,10.966
8/3/2020,64556,75153,231258,10.655,56584,74003,226798,357385,0.158327854,0.207068008,0.634604138,10.905
8/4/2020,48084,62523,201494,11.187,54657,72487,222399,349543,0.156367028,0.207376489,0.636256483,11.001
8/5/2020,68520,80582,237807,9.761,55580,73403,222457,351440,0.158149328,0.208863533,0.632987139,10.932
8/6/2020,70709,79057,243935,10.09,56702,73910,223052,353664,0.160327316,0.208983668,0.630689016,10.882
8/7/2020,66996,75090,242944,9.891,56789,73653,223717,354159,0.160348883,0.207965914,0.631685204,10.881
8/8/2020,41543,67820,215707,11.961,56352,72634,223918,352904,0.15968082,0.205818013,0.634501167,10.862
8/9/2020,39979,74589,199478,12.564,57198,73545,224660,355403,0.160938428,0.2069341,0.632127472,10.873
8/10/2020,61293,74215,229200,10.94,56732,73411,224366,354509,0.160029788,0.207077959,0.632892254,10.914
8/11/2020,63856,75080,234618,10.511,58985,75205,229098,363288,0.162364295,0.207012068,0.630623637,10.817
8/12/2020,63449,74860,234632,10.066,58261,74387,228645,361293,0.16125693,0.205891063,0.632852007,10.861
8/13/2020,67455,76644,236299,9.93,57796,74043,227554,359393,0.160815597,0.206022377,0.633162026,10.838
8/14/2020,69734,78102,242971,9.776,58187,74473,227558,360218,0.161532739,0.206744249,0.631723012,10.821
8/15/2020,46073,73707,224285,11.9,58834,75314,228783,362931,0.162107949,0.207516029,0.630376022,10.813
8/16/2020,33203,65859,186600,12.278,57866,74067,226944,358877,0.161241874,0.206385475,0.632372651,10.772
8/17/2020,60798,76121,232262,10.619,57795,74339,227381,359515,0.160758244,0.206775795,0.632465961,10.726
8/18/2020,65712,78145,234833,10.156,58061,74777,227412,360250,0.161168633,0.207569743,0.631261624,10.675
8/19/2020,64372,77550,237834,10.031,58192,75161,227869,361222,0.161097608,0.208074259,0.630828133,10.67
8/20/2020,69727,81951,247580,9.919,58517,75919,229481,363917,0.160797654,0.20861625,0.630586095,10.668
8/21/2020,69162,82702,253630,9.778,58435,76576,231003,366014,0.159652363,0.209216041,0.631131596,10.669
8/22/2020,48576,78684,225847,11.621,58793,77287,231227,367307,0.160065014,0.210415266,0.629519721,10.629
8/23/2020,39800,80464,205658,12.161,59735,79374,233949,373058,0.160122555,0.212765843,0.627111602,10.612
8/24/2020,62465,77906,232130,10.591,59973,79629,233930,373532,0.160556525,0.213178523,0.626264952,10.608
8/25/2020,64950,78329,239661,10.124,59865,79655,234620,374140,0.160006949,0.212901588,0.627091463,10.604
8/26/2020,67573,81129,245719,9.818,60322,80166,235746,376234,0.160331071,0.213074842,0.626594088,10.573
8/27/2020,70014,79926,240510,9.135,60363,79877,234736,374976,0.160978303,0.213018967,0.626002731,10.461
8/28/2020,72092,80025,247644,9.479,60781,79495,233881,374157,0.162447849,0.212464286,0.625087864,10.418
8/29/2020,36345,64312,219183,11.593,59034,77442,232929,369405,0.15980834,0.209639826,0.630551833,10.414
8/30/2020,47430,82764,214539,11.995,60124,77770,234198,372092,0.161583694,0.20900745,0.629408856,10.391
8/31/2020,64641,78934,244351,10.081,60435,77917,235944,374296,0.16146312,0.20816947,0.63036741,10.318
9/1/2020,65967,76119,236990,9.798,60580,77601,235562,373743,0.162089992,0.207631982,0.630278025,10.272
9/2/2020,65122,77332,239207,9.817,60230,77059,234632,371921,0.161942993,0.20719185,0.630865157,10.271
9/3/2020,68343,79539,242788,9.848,59991,77004,234957,371952,0.16128694,0.207026713,0.631686347,10.373
9/4/2020,71746,80856,245359,9.642,59942,77122,234631,371695,0.16126663,0.207487322,0.631246049,10.396
9/5/2020,48782,72843,221903,11.625,61719,78341,235020,375080,0.164548896,0.208864776,0.626586328,10.401
9/6/2020,41958,75009,204445,12.37,60937,77233,233578,371748,0.163920182,0.20775633,0.628323488,10.454
9/7/2020,39096,73350,193089,12.513,57288,76435,226254,359977,0.159143501,0.21233301,0.628523489,10.802
9/8/2020,68177,77979,239602,10.207,57603,76701,226628,360932,0.159595159,0.212508173,0.627896668,10.86
9/9/2020,67294,76592,245711,9.808,57914,76595,227557,362066,0.159954262,0.211549828,0.62849591,10.859
9/10/2020,67520,74324,236437,9.518,57796,75850,226649,360295,0.160412995,0.210521933,0.629065072,10.812
9/11/2020,72281,78424,253464,9.562,57873,75503,227807,361183,0.160231794,0.209043615,0.630724591,10.8
9/12/2020,51900,79962,236889,10.845,58318,76520,229948,364786,0.159869074,0.209766822,0.630364104,10.689
9/13/2020,43350,74369,216873,11.592,58517,76429,231724,366670,0.159590367,0.208440832,0.6319688,10.578
9/14/2020,66132,74000,238839,10.423,62379,76521,238259,377159,0.165391784,0.202887907,0.631720309,10.279
9/15/2020,68719,74597,246265,9.7,62457,76038,239211,377706,0.165358771,0.201315309,0.63332592,10.207
9/16/2020,66849,75294,247528,9.809,62393,75853,239471,377717,0.165184516,0.200819661,0.633995822,10.207
9/17/2020,71680,81040,249864,9.62,62987,76812,241389,381188,0.165238675,0.201506868,0.633254457,10.222
9/18/2020,71695,81769,256274,9.492,62904,77290,241790,381984,0.164677055,0.202338318,0.632984628,10.212
9/19/2020,49722,82142,238249,10.583,62592,77602,241985,382179,0.16377666,0.20305145,0.633171891,10.174
9/20/2020,42014,78452,214251,11.608,62402,78185,241610,382197,0.163271821,0.204567278,0.632160901,10.176
9/21/2020,64268,73509,236403,10.469,62135,78115,241262,381512,0.162865126,0.204751096,0.632383778,10.183
9/22/2020,68107,76032,237541,9.921,62048,78320,240016,380384,0.163119374,0.205897199,0.630983427,10.215
9/23/2020,68782,78615,239965,9.664,62324,78794,238935,380053,0.163987654,0.207323715,0.62868863,10.194
9/24/2020,71220,81088,246770,9.507,62258,78801,238493,379552,0.164030225,0.207615821,0.628353954,10.178
9/25/2020,76200,81994,254389,9.385,62902,78833,238224,379959,0.165549441,0.207477649,0.62697291,10.162
9/26/2020,56044,81624,236878,10.516,63805,78759,238028,380592,0.167646719,0.206938138,0.625415143,10.153
9/27/2020,42216,80268,214638,11.682,63834,79019,238083,380936,0.167571456,0.207433795,0.62499475,10.163
9/28/2020,52888,74025,225785,11.238,62208,79092,236567,377867,0.164629354,0.209311742,0.626058904,10.273
9/29/2020,65010,75537,230539,9.52,61766,79022,235566,376354,0.164116762,0.209967212,0.625916026,10.216
9/30/2020,68976,75537,242869,9.334,61793,78582,235981,376356,0.164187631,0.20879699,0.627015379,10.169
10/1/2020,73388,82792,250418,9.23,62103,78825,236502,377430,0.164541769,0.208846674,0.626611557,10.129
10/2/2020,71704,82327,248108,9.14,61461,78873,235605,375939,0.163486629,0.209802654,0.626710716,10.094
10/3/2020,54482,81199,235266,10.162,61238,78812,235375,375425,0.163116468,0.209927416,0.626956116,10.044
10/4/2020,40053,76047,215500,11.617,60929,78209,235498,374636,0.162635198,0.20875997,0.628604832,10.034
10/5/2020,62181,75981,236125,10.234,62256,78489,236975,377720,0.164820502,0.207796781,0.627382717,9.891
10/6/2020,63939,77134,239885,9.961,62103,78717,238310,379130,0.163803972,0.207625353,0.628570675,9.954
10/7/2020,67326,77143,239810,9.553,61868,78946,237873,378687,0.16337503,0.208472961,0.628152009,9.985
10/8/2020,68878,81012,243395,9.158,61223,78692,236870,376785,0.162487891,0.208851202,0.628660907,9.975
10/9/2020,70988,85949,253100,9.11,61121,79209,237583,377913,0.161732991,0.209595859,0.628671149,9.97
10/10/2020,54196,84968,243690,10.086,61080,79748,238786,379614,0.160900283,0.210076551,0.629023166,9.96
10/11/2020,38872,75207,214937,11.562,60911,79628,238706,379245,0.160611214,0.209964535,0.629424251,9.952
10/12/2020,49867,71409,206015,11.061,59152,78975,234405,372532,0.158783675,0.211995211,0.629221114,10.07
10/13/2020,64904,76424,225261,9.566,59290,78873,232315,370478,0.160036493,0.212895233,0.627068274,10.013
10/14/2020,67847,81336,240818,9.485,59365,79472,232459,371296,0.159885913,0.214039473,0.626074614,10.004
10/15/2020,73980,82610,210588,9.126,60093,79700,227773,367566,0.163489006,0.216831807,0.619679187,9.999
10/16/2020,67914,78819,160833,8.996,59654,78682,214592,352928,0.169025977,0.222940656,0.608033367,9.983
10/17/2020,55545,80322,162925,10.105,59847,78018,203054,340919,0.175546097,0.228846148,0.595607754,9.986
10/18/2020,46900,82368,154770,11.181,60994,79041,194459,334494,0.182347068,0.236300203,0.58135273,9.931
10/19/2020,64887,80635,168443,10.4,63140,80359,189091,332590,0.189843351,0.241615803,0.568540846,9.837
10/20/2020,66519,77902,163686,9.911,63370,80570,180295,324235,0.195444662,0.248492606,0.556062732,9.886
10/21/2020,67908,78506,206751,9.574,63379,80166,175428,318973,0.198697068,0.251325347,0.549977584,9.899
10/22/2020,71701,81162,231470,9.327,63053,79959,178411,321423,0.196168289,0.248765645,0.555066066,9.928
10/23/2020,72503,83030,248492,9.362,63709,80561,190934,335204,0.190060381,0.240334244,0.569605375,9.98
10/24/2020,54691,81670,236898,10.072,63587,80753,201501,345841,0.183861948,0.233497474,0.582640578,9.975
10/25/2020,45841,80995,218021,10.846,63436,80557,210537,354530,0.178929851,0.227221956,0.593848193,9.927
10/26/2020,62653,74852,218514,9.93,63117,79731,217690,360538,0.175063378,0.221144512,0.603792111,9.86
10/27/2020,66576,76758,232466,9.765,63125,79568,227516,370209,0.170511792,0.214927244,0.614560964,9.839
10/28/2020,69533,78264,227496,9.193,63357,79533,230480,373370,0.169689584,0.2130139,0.617296516,9.785
10/29/2020,67692,75087,224280,8.437,62784,78665,229452,370901,0.169274281,0.212091636,0.618634083,9.658
10/30/2020,67286,78812,239927,8.828,62039,78063,228229,368331,0.168432741,0.211937089,0.61963017,9.582
10/31/2020,51487,73694,235708,9.84,61581,76923,228059,366563,0.167995679,0.20984933,0.622154991,9.548
11/1/2020,42185,73708,211832,10.653,61059,75882,227175,364116,0.167691065,0.20840062,0.623908315,9.521
11/2/2020,63426,75952,236171,9.67,61169,76039,229697,366905,0.16671618,0.207244382,0.626039438,9.484
11/3/2020,55296,70260,223663,10.462,59558,75111,228440,363109,0.164022373,0.206855242,0.629122385,9.583
11/4/2020,59207,70750,225712,10.413,58083,74038,228185,360306,0.161204643,0.205486448,0.63330891,9.757
11/5/2020,68401,77259,236047,9.563,58184,74348,229866,362398,0.160552762,0.205155658,0.63429158,9.918
11/6/2020,70043,81658,249466,9.183,58578,74754,231228,364560,0.160681369,0.205052666,0.634265964,9.969
11/7/2020,54980,77897,232936,9.757,59077,75355,230832,365264,0.161737812,0.206302838,0.63195935,9.957
11/8/2020,43697,79174,217454,10.969,59293,76136,231636,367065,0.161532699,0.207418305,0.631048997,10.002
11/9/2020,62705,74954,230468,10.247,59190,75993,230821,366004,0.161719544,0.207628878,0.630651578,10.085
11/10/2020,66831,77301,234000,9.414,60838,76999,232298,370135,0.164367055,0.208029503,0.627603442,9.935
11/11/2020,56681,71470,217926,9.896,60477,77102,231185,368764,0.163999197,0.209082231,0.626918571,9.861
11/12/2020,66656,75719,226727,9.193,60228,76882,229854,366964,0.164125091,0.20950829,0.626366619,9.808
11/13/2020,67766,78184,234408,9.306,59902,76386,227703,363991,0.164570003,0.209856837,0.62557316,9.826
11/14/2020,50529,74634,235208,9.524,59266,75919,228027,363212,0.163171922,0.209021178,0.627806901,9.793
11/15/2020,37298,66773,199683,11.144,58352,74148,225489,357989,0.162999422,0.207123683,0.629876896,9.818
11/16/2020,62732,76724,228006,9.578,58356,74401,225137,357894,0.163053865,0.207885575,0.62906056,9.722
11/17/2020,62964,73327,235054,9.354,57804,73833,225287,356924,0.161950443,0.206859163,0.631190393,9.713
11/18/2020,64987,75046,237099,9.237,58990,74344,228026,361360,0.16324441,0.205733894,0.631021696,9.619
11/19/2020,67763,76393,246018,9.325,59148,74440,230782,364370,0.1623295,0.204297829,0.633372671,9.638
11/20/2020,67385,82868,248681,9.32,59094,75109,232821,367024,0.161008544,0.204643293,0.634348163,9.64
11/21/2020,50521,75238,232825,9.859,59093,75196,232481,366770,0.161117321,0.205022221,0.633860458,9.688
11/22/2020,36408,65242,201247,11.154,58966,74977,232704,366647,0.16082499,0.204493696,0.634681315,9.69
11/23/2020,65346,76061,223312,9.982,59339,74882,232034,366255,0.162015536,0.204453182,0.633531283,9.747
11/24/2020,66285,78813,238479,9.257,59814,75666,232523,368003,0.162536718,0.205612454,0.631850827,9.733
11/25/2020,66462,81706,239992,9.41,60024,76617,232936,369577,0.162412704,0.207309979,0.630277317,9.758
11/26/2020,26868,49502,173836,12.605,54182,72776,222625,349583,0.154990374,0.20817946,0.636830166,10.227
11/27/2020,42147,66014,210186,11.379,50577,70368,217125,338070,0.149605111,0.208146242,0.642248647,10.521
11/28/2020,39227,69088,211614,10.903,48963,69489,214095,332547,0.147236331,0.208959936,0.643803733,10.67
11/29/2020,38911,75396,200599,11.121,49321,70940,214003,334264,0.147551038,0.212227461,0.640221502,10.665
11/30/2020,56693,74663,206727,9.962,48085,70740,211633,330458,0.145510171,0.214066538,0.640423291,10.662
12/1/2020,61795,74913,229351,9.947,47443,70183,210329,327955,0.14466314,0.214001921,0.641334939,10.761
12/2/2020,62369,74756,231745,9.926,46859,69190,209151,325200,0.144092866,0.212761378,0.643145756,10.835
12/3/2020,62769,77785,235490,9.73,51987,73231,217959,343177,0.151487425,0.21339134,0.635121235,10.424
12/4/2020,62983,76931,236095,9.522,54964,74790,221660,351414,0.156408111,0.212825898,0.630765991,10.159
12/5/2020,37031,64393,211902,10.428,54650,74120,221701,350471,0.155933016,0.211486828,0.632580156,10.091
12/6/2020,37128,65368,206827,10.49,54395,72687,222591,349673,0.155559623,0.207871354,0.636569023,10.001
12/7/2020,59105,73642,228607,10.227,54740,72541,225717,352998,0.1550717,0.205499748,0.639428552,10.039
12/8/2020,62955,74752,226155,9.854,54906,72518,225260,352684,0.155680439,0.205617493,0.638702068,10.025
12/9/2020,62079,74862,223774,9.521,54864,72533,224121,351518,0.156077356,0.206342207,0.637580437,9.967
12/10/2020,65407,78536,235406,9.512,55241,72641,224109,351991,0.156938672,0.206371754,0.636689574,9.936
12/11/2020,66819,82660,244051,9.539,55789,73459,225246,354494,0.15737643,0.207222125,0.635401445,9.939
12/12/2020,47295,70875,218871,10.213,57255,74385,226242,357882,0.159982899,0.207847838,0.632169262,9.908
12/13/2020,45482,72830,208844,10.063,58449,75451,226530,360430,0.162164637,0.209336071,0.628499293,9.847
12/14/2020,59535,74042,207128,9.741,58510,75508,223461,357479,0.16367395,0.211223596,0.625102454,9.778
12/15/2020,69679,82292,231992,9.008,59471,76585,224295,360351,0.165036312,0.212528895,0.622434793,9.657
12/16/2020,52664,60643,160402,9.919,58126,74554,215242,347922,0.167066182,0.214283661,0.618650157,9.714
12/17/2020,22548,31736,75354,10.871,52003,67868,192377,312248,0.166543901,0.217352873,0.616103226,9.908
12/18/2020,59995,74882,150726,8.412,51028,66757,179045,296830,0.171909847,0.224899774,0.603190378,9.747
12/19/2020,43574,70600,152429,9.259,50497,66718,169554,286769,0.176089466,0.232654157,0.591256377,9.611
12/20/2020,33331,62133,138018,10.507,48761,65190,159436,273387,0.178358883,0.238453182,0.583187935,9.674
12/21/2020,66238,79725,137924,8.815,49718,66002,149549,265269,0.18742484,0.248811584,0.563763576,9.542
12/22/2020,67878,81996,143387,8.483,49461,65959,136891,252311,0.196031881,0.261419439,0.54254868,9.467
12/23/2020,71046,87854,165895,8.178,52087,69847,137676,259610,0.200635569,0.269045877,0.530318555,9.218
12/24/2020,52534,72947,143110,10.444,56371,75734,147356,279461,0.201713298,0.271000247,0.527286455,9.157
12/25/2020,22878,48296,116396,12.579,51068,71936,142451,265455,0.192379123,0.270991317,0.536629561,9.752
12/26/2020,34595,64765,171394,11.046,49786,71102,145161,266049,0.187130942,0.267251521,0.545617537,10.007
12/27/2020,35546,68076,166741,10.826,50102,71951,149264,271317,0.184662222,0.265191639,0.550146139,10.053
12/28/2020,58691,79246,189363,10.478,49024,71883,156612,277519,0.176650968,0.259020103,0.564328929,10.291
12/29/2020,58532,82671,195635,10.038,47689,71979,164076,283744,0.168070514,0.253675849,0.578253637,10.513
12/30/2020,61852,83037,201397,9.777,46375,71291,169148,286814,0.161690155,0.248561786,0.58974806,10.741
12/31/2020,49790,72608,182523,10.924,45983,71243,174778,292004,0.15747387,0.243979535,0.598546595,10.81
1/1/2021,23127,48100,143111,12.512,46019,71215,178595,295829,0.155559462,0.240730287,0.603710252,10.8
1/2/2021,39511,70017,173632,10.519,46721,71965,178915,297601,0.15699208,0.241817064,0.601190856,10.725
1/3/2021,28347,56329,143843,11.9,45693,70287,175643,291623,0.156685172,0.241020084,0.602294744,10.878
1/4/2021,51669,72228,189630,11.443,44690,69284,175682,289656,0.154286464,0.239194078,0.606519458,11.016
1/5/2021,54613,71828,192118,11.068,44130,67735,175179,287044,0.153739496,0.235974276,0.610286228,11.163
1/6/2021,56890,73296,199138,11.006,43421,66344,174856,284621,0.15255726,0.233095942,0.614346798,11.339
1/7/2021,58145,77021,202751,10.844,44615,66974,177746,289335,0.154198421,0.231475625,0.614325954,11.328
1/8/2021,57543,74558,210880,10.753,49531,70754,187427,307712,0.160965448,0.229935784,0.609098768,11.076
1/9/2021,39702,65303,196603,11.147,49558,70080,190709,310347,0.159685771,0.225811753,0.614502476,11.166
1/10/2021,34826,62193,174149,11.943,50484,70918,195038,316440,0.159537353,0.224111996,0.616350651,11.172
1/11/2021,56445,71729,194537,11.179,51166,70847,195739,317752,0.16102495,0.222963191,0.616011858,11.134
1/12/2021,60304,74687,201372,10.754,51979,71255,197061,320295,0.162284769,0.222466788,0.615248443,11.089
1/13/2021,61448,74610,207152,10.816,52630,71443,198206,322279,0.163305707,0.221680594,0.615013699,11.062
1/14/2021,61878,75602,209300,10.766,53164,71240,199142,323546,0.164316666,0.220185074,0.61549826,11.051
1/15/2021,62702,78010,196979,10.318,53901,71733,197156,322790,0.166984727,0.222228074,0.610787199,10.989
1/16/2021,40204,68665,187837,11.148,53972,72214,195904,322090,0.167568071,0.224204415,0.608227514,10.989
1/17/2021,36538,63169,182788,11.61,54217,72353,197138,323708,0.167487365,0.223513166,0.608999469,10.942
1/18/2021,48827,73685,192621,11.885,53129,72633,196864,322626,0.164676746,0.225130647,0.610192607,11.043
1/19/2021,59320,74252,210187,10.741,52988,72570,198123,323681,0.163704388,0.224202224,0.612093388,11.041
1/20/2021,58402,71064,198481,11.204,52553,72064,196885,321502,0.16346088,0.224147906,0.612391214,11.096
1/21/2021,62803,75380,213409,10.553,52685,72032,197472,322189,0.163522032,0.223570637,0.612907331,11.066
1/22/2021,65183,76917,220217,10.554,53040,71876,200791,325707,0.162845748,0.220676866,0.616477386,11.099
1/23/2021,41119,68616,203563,11.121,53170,71869,203038,328077,0.162065613,0.219061379,0.618873008,11.096
1/24/2021,34420,64450,179649,12.358,52868,72052,202590,327510,0.161424079,0.219999389,0.618576532,11.202
1/25/2021,58808,73807,207956,10.996,54294,72069,204780,331143,0.163959377,0.217637093,0.61840353,11.075
1/26/2021,53684,66937,180479,10.853,53488,71024,200536,325048,0.164554158,0.218503113,0.616942728,11.091
1/27/2021,60565,72970,196350,10.459,53797,71297,200232,325326,0.165363359,0.219155555,0.615481087,10.985
1/28/2021,64476,75779,207609,10.15,54036,71354,199403,324793,0.166370581,0.219690695,0.613938724,10.927
1/29/2021,62426,78153,209884,10.151,53643,71530,197927,323100,0.166025998,0.221386568,0.612587434,10.87
1/30/2021,42360,70303,198524,11.013,53820,71771,197207,322798,0.166729658,0.222340287,0.610930055,10.854
1/31/2021,35642,64472,160923,12.028,53994,71774,194532,320300,0.168573213,0.224083672,0.607343116,10.807
2/1/2021,12704,15557,17821,9.472,47408,63453,167370,278231,0.17039079,0.228058699,0.60155051,10.589
2/2/2021,22102,29432,69422,11.157,42896,58095,151505,252496,0.16988784,0.230082853,0.600029307,10.633
2/3/2021,52790,64654,146459,8.917,41786,56907,144377,243070,0.171909327,0.234117744,0.59397293,10.413
2/4/2021,61664,72304,142443,8.33,41384,56411,135068,232863,0.177718229,0.242249735,0.580032036,10.153
2/5/2021,60121,73298,150281,9.025,41055,55717,126553,223325,0.183835218,0.249488414,0.566676369,9.992
2/6/2021,46607,71149,160966,9.75,41661,55838,121188,218687,0.190505151,0.255332964,0.554161884,9.811
2/7/2021,18801,37878,85381,12.41,39256,52039,110396,201691,0.194634366,0.258013496,0.547352138,9.866
2/8/2021,56667,71395,149938,10.037,45536,60016,129270,234822,0.193917095,0.255580823,0.550502082,9.947
2/9/2021,56521,68641,129621,9.918,50453,65617,137870,253940,0.198680791,0.258395684,0.542923525,9.77
2/10/2021,63790,75563,156435,9.326,52024,67175,139295,258494,0.201258056,0.259870635,0.538871308,9.828
2/11/2021,62683,73823,146223,9.685,52170,67392,139835,259397,0.201120291,0.259802542,0.539077167,10.021
2/12/2021,63987,78942,166100,9.331,52722,68199,142095,263016,0.200451684,0.259296012,0.540252304,10.065
2/13/2021,44110,71089,155998,9.965,52366,68190,141385,261941,0.199915248,0.260325799,0.539758953,10.096
2/14/2021,39727,63424,140322,10.607,55355,71840,149234,276429,0.200250336,0.259885902,0.539863762,9.838
2/15/2021,43516,66978,130300,11.204,53476,71209,146428,271113,0.197246167,0.262654318,0.540099516,10.005
2/16/2021,60844,73367,163998,10.183,54094,71884,151339,277317,0.195061969,0.259212381,0.54572565,10.043
2/17/2021,66167,83032,194305,9.472,54433,72951,156749,284133,0.191575776,0.25674948,0.551674744,10.064
2/18/2021,37198,47401,101666,10.314,50793,69176,150384,270353,0.187876591,0.255872877,0.556250532,10.154
2/19/2021,48523,62941,113801,10.733,48584,66890,142913,258387,0.188028035,0.258875253,0.553096712,10.354
2/20/2021,44592,69386,161062,10.336,48652,66647,143636,258935,0.187892714,0.25738892,0.554718366,10.407
