PWGTP,STPUMA,POWSPPUMA,RES,POW,TM,TT
39,03400305,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
19,03401104,03603800,Outer New Jersey,Manhattan,Other,60 to 89 Mins
18,03401104,03603800,Outer New Jersey,Manhattan,Other,90 Mins or More
12,03401002,03603800,Inner New Jersey,Manhattan,Drive Alone,Less than 30 Mins
11,03401504,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
21,03400701,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
31,03400702,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
27,03400702,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
15,03401904,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
20,03400301,03603800,Inner New Jersey,Manhattan,Drive Alone,30 to 59 Mins
11,03401002,03603800,Inner New Jersey,Manhattan,Drive Alone,90 Mins or More
6,03400702,03604100,Inner New Jersey,Queens,Subway,30 to 59 Mins
29,03400303,03603800,Inner New Jersey,Manhattan,Other,30 to 59 Mins
25,03400303,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
12,03401205,03604000,Outer New Jersey,Brooklyn,Drive Alone,30 to 59 Mins
44,03400701,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
15,03400901,03603800,Inner New Jersey,Manhattan,Carpool,Less than 30 Mins
19,03400503,03603800,Inner New Jersey,Manhattan,Drive Alone,60 to 89 Mins
18,03400503,03603800,Inner New Jersey,Manhattan,Drive Alone,30 to 59 Mins
49,03400304,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
18,03400307,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
19,03400307,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
14,03401203,03603800,Outer New Jersey,Manhattan,Bus,Less than 30 Mins
5,03400601,03603800,Inner New Jersey,Manhattan,Drive Alone,30 to 59 Mins
23,03400703,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
36,03400703,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
15,03401104,03603800,Outer New Jersey,Manhattan,Bus,90 Mins or More
22,03401104,03603800,Outer New Jersey,Manhattan,Bus,Less than 30 Mins
33,03401301,03604100,Inner New Jersey,Queens,Subway,90 Mins or More
22,03400905,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
13,03400305,03604100,Inner New Jersey,Queens,Drive Alone,30 to 59 Mins
8,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
13,03401102,03603900,Outer New Jersey,Staten Island,Drive Alone,90 Mins or More
11,03401404,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
16,03401105,03603800,Outer New Jersey,Manhattan,Other,90 Mins or More
59,03400701,03604000,Inner New Jersey,Brooklyn,Drive Alone,60 to 89 Mins
5,03400703,03603800,Inner New Jersey,Manhattan,Drive Alone,30 to 59 Mins
52,03400601,03603800,Inner New Jersey,Manhattan,Rail,Less than 30 Mins
10,03400904,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
8,03401503,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
11,03401902,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
6,03400308,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
27,03400302,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
28,03401800,03604000,Inner New Jersey,Brooklyn,Bus,30 to 59 Mins
5,03401700,03604100,Outer New Jersey,Queens,Bus,90 Mins or More
4,03400301,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
17,03401902,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
59,03401403,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
16,03400308,03603800,Inner New Jersey,Manhattan,Drive Alone,60 to 89 Mins
18,03400905,03604000,Inner New Jersey,Brooklyn,Drive Alone,60 to 89 Mins
17,03400905,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
8,03400307,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
19,03401503,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
11,03400905,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
8,03400703,03603800,Inner New Jersey,Manhattan,Carpool,60 to 89 Mins
9,03400703,03604000,Inner New Jersey,Brooklyn,Subway,60 to 89 Mins
20,03400702,03603800,Inner New Jersey,Manhattan,Rail,30 to 59 Mins
10,03401504,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
8,03400601,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
8,03400904,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
34,03401302,03603800,Inner New Jersey,Manhattan,Drive Alone,30 to 59 Mins
68,03400304,03603800,Inner New Jersey,Manhattan,Drive Alone,30 to 59 Mins
22,03401302,03603800,Inner New Jersey,Manhattan,Drive Alone,90 Mins or More
19,03401402,03604000,Inner New Jersey,Brooklyn,Subway,60 to 89 Mins
12,03401504,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
12,03401504,03603900,Inner New Jersey,Staten Island,Drive Alone,30 to 59 Mins
24,03402302,03603800,Outer New Jersey,Manhattan,Drive Alone,Less than 30 Mins
10,03401404,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
36,03400601,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
38,03400601,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
27,03400601,03603800,Inner New Jersey,Manhattan,Drive Alone,30 to 59 Mins
18,03401403,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
15,03401403,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
14,03401403,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
8,03401403,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
13,03401106,03603800,Outer New Jersey,Manhattan,Rail,90 Mins or More
54,03401904,03603900,Inner New Jersey,Staten Island,Drive Alone,30 to 59 Mins
13,03401106,03604000,Outer New Jersey,Brooklyn,Subway,Less than 30 Mins
11,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
11,03401402,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
19,03401402,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
16,03400303,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
6,03400501,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
10,03400501,03603800,Inner New Jersey,Manhattan,Rail,30 to 59 Mins
13,03401103,03603800,Outer New Jersey,Manhattan,Other,90 Mins or More
6,03400602,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
6,03400602,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
11,03401502,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
9,03401502,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
93,03400602,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
9,03401401,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
7,03401402,03604000,Inner New Jersey,Brooklyn,Carpool,30 to 59 Mins
15,03400906,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
12,03400906,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
19,03400601,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
25,03400702,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
26,03400304,03603800,Inner New Jersey,Manhattan,Drive Alone,60 to 89 Mins
11,03400602,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
11,03400902,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
44,03400907,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
19,03401003,03603800,Inner New Jersey,Manhattan,Rail,30 to 59 Mins
21,03401003,03603800,Inner New Jersey,Manhattan,Rail,30 to 59 Mins
39,03400303,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
46,03400303,03603800,Inner New Jersey,Manhattan,Other,Less than 30 Mins
14,03401502,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
15,03401502,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
62,03400302,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
12,03401102,03603900,Outer New Jersey,Staten Island,Drive Alone,60 to 89 Mins
12,03400602,03603800,Inner New Jersey,Manhattan,Rail,30 to 59 Mins
15,03400308,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
34,03401503,03604100,Inner New Jersey,Queens,Bus,90 Mins or More
14,03400303,03603800,Inner New Jersey,Manhattan,Other,90 Mins or More
31,03401105,03603800,Outer New Jersey,Manhattan,Bus,90 Mins or More
34,03400302,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
17,03400503,03603700,Inner New Jersey,Bronx,Drive Alone,60 to 89 Mins
13,03400601,03603800,Inner New Jersey,Manhattan,Rail,30 to 59 Mins
11,03400601,03604100,Inner New Jersey,Queens,Rail,30 to 59 Mins
10,03400601,03604100,Inner New Jersey,Queens,Rail,60 to 89 Mins
4,03401403,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
19,03400602,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
12,03400905,03604000,Inner New Jersey,Brooklyn,Carpool,60 to 89 Mins
10,03400905,03603800,Inner New Jersey,Manhattan,Carpool,90 Mins or More
15,03400305,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
23,03400702,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
23,03401203,03603800,Outer New Jersey,Manhattan,Bus,90 Mins or More
20,03401402,03603800,Inner New Jersey,Manhattan,Carpool,60 to 89 Mins
22,03401402,03603800,Inner New Jersey,Manhattan,Rail,30 to 59 Mins
43,03401301,03604000,Inner New Jersey,Brooklyn,Drive Alone,90 Mins or More
35,03400503,03603800,Inner New Jersey,Manhattan,Drive Alone,60 to 89 Mins
13,03401102,03603800,Outer New Jersey,Manhattan,Bus,90 Mins or More
26,03401202,03604000,Outer New Jersey,Brooklyn,Carpool,90 Mins or More
10,03400800,03603800,Outer New Jersey,Manhattan,Drive Alone,90 Mins or More
16,03401102,03603900,Outer New Jersey,Staten Island,Drive Alone,60 to 89 Mins
13,03401401,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
9,03401401,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
66,03400301,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
80,03400301,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
17,03400502,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
19,03400502,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
16,03401102,03603800,Outer New Jersey,Manhattan,Drive Alone,90 Mins or More
56,03400501,03604000,Inner New Jersey,Brooklyn,Drive Alone,90 Mins or More
17,03400502,03603800,Inner New Jersey,Manhattan,Carpool,30 to 59 Mins
14,03400502,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
16,03401105,03603900,Outer New Jersey,Staten Island,Drive Alone,Less than 30 Mins
26,03402303,03604000,Outer New Jersey,Brooklyn,Drive Alone,60 to 89 Mins
9,03400301,03604000,Inner New Jersey,Brooklyn,Bus,30 to 59 Mins
43,03400304,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
8,03401902,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
8,03401902,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
6,03400702,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
11,03401104,03603800,Outer New Jersey,Manhattan,Other,90 Mins or More
26,03400304,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
20,03400308,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
48,03400702,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
41,03400702,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
45,03400702,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
20,03400303,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
14,03400307,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
17,03400303,03603800,Inner New Jersey,Manhattan,Subway,90 Mins or More
17,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
21,03400902,03603800,Inner New Jersey,Manhattan,Subway,90 Mins or More
11,03400307,03603700,Inner New Jersey,Bronx,Bus,30 to 59 Mins
18,03400307,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
27,03400302,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
30,03400701,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
25,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
11,03400904,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
18,03400307,03603800,Inner New Jersey,Manhattan,Carpool,90 Mins or More
29,03401504,03604100,Inner New Jersey,Queens,Carpool,60 to 89 Mins
13,03400702,03603800,Inner New Jersey,Manhattan,Other,Less than 30 Mins
17,03400905,03603800,Inner New Jersey,Manhattan,Drive Alone,60 to 89 Mins
16,03401104,03603800,Outer New Jersey,Manhattan,Other,90 Mins or More
24,03400702,03603800,Inner New Jersey,Manhattan,Drive Alone,30 to 59 Mins
6,03401201,03603800,Outer New Jersey,Manhattan,Other,30 to 59 Mins
13,03401902,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
17,03400902,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
8,03400702,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
12,03400702,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
30,03400305,03603800,Inner New Jersey,Manhattan,Drive Alone,90 Mins or More
19,03401105,03603900,Outer New Jersey,Staten Island,Drive Alone,30 to 59 Mins
58,03400800,03603800,Outer New Jersey,Manhattan,Carpool,90 Mins or More
56,03400800,03603800,Outer New Jersey,Manhattan,Carpool,90 Mins or More
70,03401902,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
70,03401902,03603800,Inner New Jersey,Manhattan,Drive Alone,60 to 89 Mins
13,03401904,03603800,Inner New Jersey,Manhattan,Rail,30 to 59 Mins
11,03401901,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
16,03400308,03603800,Inner New Jersey,Manhattan,Bus,Less than 30 Mins
17,03401105,03603800,Outer New Jersey,Manhattan,Drive Alone,60 to 89 Mins
20,03400701,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
15,03400703,03604000,Inner New Jersey,Brooklyn,Bus,30 to 59 Mins
18,03402302,03603800,Outer New Jersey,Manhattan,Rail,90 Mins or More
24,03400905,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
17,03401503,03604000,Inner New Jersey,Brooklyn,Drive Alone,60 to 89 Mins
8,03400501,03604000,Inner New Jersey,Brooklyn,Subway,60 to 89 Mins
103,03400303,03604000,Inner New Jersey,Brooklyn,Bus,90 Mins or More
24,03400702,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
24,03400702,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
10,03400703,03603800,Inner New Jersey,Manhattan,Drive Alone,Less than 30 Mins
10,03400703,03603800,Inner New Jersey,Manhattan,Drive Alone,Less than 30 Mins
10,03400703,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
41,03401402,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
12,03401402,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
32,03400601,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
21,03401003,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
11,03400307,03604000,Inner New Jersey,Brooklyn,Carpool,30 to 59 Mins
20,03400602,03603800,Inner New Jersey,Manhattan,Rail,30 to 59 Mins
50,03400302,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
6,03400702,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
10,03401104,03603800,Outer New Jersey,Manhattan,Other,90 Mins or More
11,03400306,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
16,03400601,03603800,Inner New Jersey,Manhattan,Subway,Less than 30 Mins
49,03400903,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
8,03400703,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
9,03400703,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
10,03400304,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
27,03401402,03603700,Inner New Jersey,Bronx,Drive Alone,60 to 89 Mins
18,03401003,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
11,03401501,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
10,03400308,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
22,03401403,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
77,03400503,03603800,Inner New Jersey,Manhattan,Drive Alone,90 Mins or More
13,03401503,03604100,Inner New Jersey,Queens,Drive Alone,30 to 59 Mins
53,03401105,03604100,Outer New Jersey,Queens,Drive Alone,60 to 89 Mins
56,03401105,03604100,Outer New Jersey,Queens,Drive Alone,60 to 89 Mins
36,03401105,03603800,Outer New Jersey,Manhattan,Rail,60 to 89 Mins
17,03401003,03603800,Inner New Jersey,Manhattan,Drive Alone,Less than 30 Mins
11,03400502,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
8,03400305,03604100,Inner New Jersey,Queens,Drive Alone,60 to 89 Mins
26,03400303,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
16,03402303,03603800,Outer New Jersey,Manhattan,Rail,90 Mins or More
38,03401002,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
17,03401403,03603800,Inner New Jersey,Manhattan,Drive Alone,30 to 59 Mins
13,03400601,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
15,03400601,03603800,Inner New Jersey,Manhattan,Drive Alone,60 to 89 Mins
6,03401403,03603800,Inner New Jersey,Manhattan,Drive Alone,60 to 89 Mins
18,03400702,03604100,Inner New Jersey,Queens,Subway,30 to 59 Mins
17,03401106,03603900,Outer New Jersey,Staten Island,Drive Alone,30 to 59 Mins
39,03400305,03603800,Inner New Jersey,Manhattan,Carpool,30 to 59 Mins
14,03400702,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
13,03401504,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
98,03400701,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
12,03400306,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
20,03401302,03603800,Inner New Jersey,Manhattan,Subway,60 to 89 Mins
23,03401302,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
11,03400703,03603800,Inner New Jersey,Manhattan,Drive Alone,90 Mins or More
13,03400901,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
21,03401403,03603800,Inner New Jersey,Manhattan,Drive Alone,90 Mins or More
42,03401901,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
12,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
18,03400303,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
17,03400303,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
16,03400701,03603800,Inner New Jersey,Manhattan,Bus,Less than 30 Mins
52,03401204,03603800,Outer New Jersey,Manhattan,Drive Alone,60 to 89 Mins
78,03401204,03603800,Outer New Jersey,Manhattan,Drive Alone,60 to 89 Mins
12,03401504,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
11,03401504,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
6,03400800,03603800,Outer New Jersey,Manhattan,Bus,30 to 59 Mins
5,03400800,03603800,Outer New Jersey,Manhattan,Bus,30 to 59 Mins
10,03401501,03603800,Inner New Jersey,Manhattan,Rail,90 Mins or More
13,03400503,03603700,Inner New Jersey,Bronx,Drive Alone,60 to 89 Mins
19,03400601,03603800,Inner New Jersey,Manhattan,Other,30 to 59 Mins
11,03400907,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
118,03400602,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
108,03400602,03603800,Inner New Jersey,Manhattan,Rail,60 to 89 Mins
13,03400701,03603800,Inner New Jersey,Manhattan,Other,30 to 59 Mins
15,03402302,03603800,Outer New Jersey,Manhattan,Rail,60 to 89 Mins
21,03400502,03603800,Inner New Jersey,Manhattan,Drive Alone,90 Mins or More
22,03400502,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
19,03401401,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
12,03400701,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
15,03400907,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
23,03400701,03604100,Inner New Jersey,Queens,Bus,60 to 89 Mins
11,03400902,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
10,03401205,03603900,Outer New Jersey,Staten Island,Drive Alone,60 to 89 Mins
13,03401205,03603900,Outer New Jersey,Staten Island,Carpool,60 to 89 Mins
24,03401902,03604100,Inner New Jersey,Queens,Rail,60 to 89 Mins
10,03400702,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
17,03401102,03603900,Outer New Jersey,Staten Island,Drive Alone,30 to 59 Mins
21,03400601,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
25,03400901,03603800,Inner New Jersey,Manhattan,Bus,90 Mins or More
15,03400308,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
13,03401203,03604000,Outer New Jersey,Brooklyn,Carpool,90 Mins or More
36,03400301,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
27,03402302,03603800,Outer New Jersey,Manhattan,Rail,90 Mins or More
60,03401203,03604000,Outer New Jersey,Brooklyn,Drive Alone,90 Mins or More
13,03400308,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
13,03400303,03603800,Inner New Jersey,Manhattan,Bus,60 to 89 Mins
11,03400702,03603800,Inner New Jersey,Manhattan,Subway,30 to 59 Mins
13,03400601,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
16,03400601,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
13,03400701,03603800,Inner New Jersey,Manhattan,Bus,30 to 59 Mins
13,03400303,03603700,Inner New Jersey,Bronx,Drive Alone,Less than 30 Mins
5,03400800,03603900,Outer New Jersey,Staten Island,Drive Alone,60 to 89 Mins
76,03400305,03603700,Inner New Jersey,Bronx,Drive Alone,60 to 89 Mins
