yearmonth,1,2,3,4,5,6,7,8,9,11,21,22,23,24,25,26,27,28,29,30
201203,66704.25,73197.0,101263.5,52729.25,15745.25,15429.5,69566.5,39542.75,100114.5,81397.25,,,,,,,,,,
201204,67250.52380952382,75024.38095238095,103513.76190476191,54540.52380952381,15770.833333333334,15394.666666666666,68502.52380952382,38465.80952380953,101749.0,83586.69047619047,,,,,,,,,,
201205,74217.48387096774,82707.64516129032,111857.3870967742,60320.45161290323,19820.8064516129,18657.322580645163,72700.06451612903,41531.41935483871,114786.3870967742,86191.32258064517,,,,,,,,,,
201206,75572.16666666667,87051.9,124851.0,59131.7,24790.466666666667,22488.333333333332,72401.13333333333,41631.46666666667,107741.93333333333,91082.93333333333,,,,,,,,,,
201207,72165.64516129032,78552.74193548386,119971.41935483871,52199.83870967742,26735.74193548387,24631.90322580645,68956.03225806452,37063.709677419356,114321.90322580645,85760.51612903226,,,,,,,,,,
201208,72226.93548387097,79578.41935483871,120316.83870967742,56808.354838709674,25547.774193548386,22823.612903225807,70454.90322580645,39369.67741935484,116743.58064516129,89155.12903225806,,,,,,,,,,
201209,72127.7,81241.56666666667,112817.36666666667,57383.666666666664,21146.966666666667,19103.733333333334,70992.56666666667,41813.73333333333,115409.73333333334,86569.66666666667,,,,,,,,,,
201210,72579.48148148147,79966.88888888889,111123.51851851853,57660.40740740741,16438.037037037036,16302.666666666666,73548.18518518518,44545.555555555555,108262.22222222222,84632.51851851853,,,,,,,,,,
201211,67571.38461538461,75967.46153846153,108068.0,50252.72222222222,13516.384615384615,11477.23076923077,67041.69230769231,15239.307692307691,105111.84615384616,83474.0,,,,,,,,,,
201212,63115.06451612903,70987.83870967742,97642.3870967742,45832.8064516129,17427.548387096773,16933.548387096773,66102.74193548386,34553.16129032258,94095.6129032258,82035.03225806452,,,,,,,,,,
201301,59871.967741935485,63676.032258064515,93710.12903225806,39754.903225806454,14968.129032258064,14976.09677419355,53428.0,34098.51612903226,87543.51612903226,74798.90322580645,,,,,,,,,,
201302,58611.78571428572,62052.28571428572,89161.03571428571,38293.357142857145,13572.607142857143,14218.035714285714,50661.03571428572,30954.428571428572,80966.17857142857,72738.75,,,,,,,,,,
201303,66624.2258064516,73189.64516129032,103800.32258064517,44650.25806451613,15160.032258064517,15487.032258064517,63718.77419354839,34706.48387096774,99205.06451612903,81100.48387096774,,,,,,,,,,
201304,71314.86666666667,87142.8,110985.3,50244.76666666667,15995.233333333334,16041.5,49618.4,40073.333333333336,106842.76666666666,85281.76666666666,,,,,,,,,,
201305,74037.12903225806,81490.96774193548,113918.0,51059.1935483871,17826.58064516129,17088.129032258064,68255.29032258065,39866.67741935484,112688.70967741935,84784.16129032258,,,,,,,,,,
201306,78154.13793103448,86917.41379310345,112595.20689655172,51401.10344827586,23836.068965517243,22333.55172413793,68243.68965517242,41125.34482758621,123249.8275862069,90441.31034482758,,,,,,,,,,
201307,76473.625,79904.125,115204.5,46278.1875,25984.75,24588.375,62793.21875,37890.78125,125664.03125,86505.25,,,,,,,,,,
201308,80544.58064516129,83742.09677419355,118752.2258064516,48959.096774193546,24687.290322580644,22552.74193548387,68189.51612903226,48286.06451612903,118696.67741935483,89274.93548387097,,,,,,,,,,
