Month,borough,trip_type,route_id,period,average_speed
2019-12,Manhattan,SBS,M14D-SBS,Peak,5.377625277
2020-01,Manhattan,SBS,M14A-SBS,Peak,5.139929214
2020-01,Manhattan,SBS,M14D-SBS,Peak,5.416695568
2020-02,Manhattan,SBS,M14A-SBS,Peak,5.174802116
2020-02,Manhattan,SBS,M14D-SBS,Peak,5.458214576
2020-03,Manhattan,SBS,M14A-SBS,Peak,5.343130191
2020-03,Manhattan,SBS,M14D-SBS,Peak,5.769395066
2020-04,Manhattan,SBS,M14A-SBS,Peak,6.187251784
2020-04,Manhattan,SBS,M14D-SBS,Peak,6.565199181
2020-05,Manhattan,SBS,M14A-SBS,Peak,6.023291847
2020-05,Manhattan,SBS,M14D-SBS,Peak,6.411742868
2020-06,Manhattan,SBS,M14A-SBS,Peak,5.438204547
2020-06,Manhattan,SBS,M14D-SBS,Peak,5.956621757
2020-07,Manhattan,SBS,M14A-SBS,Peak,5.478597475
2020-07,Manhattan,SBS,M14D-SBS,Peak,5.976362924
2020-08,Manhattan,SBS,M14A-SBS,Peak,5.533018391
2020-08,Manhattan,SBS,M14D-SBS,Peak,5.955579927
2020-09,Manhattan,SBS,M14A-SBS,Peak,5.626393234
2020-09,Manhattan,SBS,M14D-SBS,Peak,5.947183889
2020-10,Manhattan,SBS,M14A-SBS,Peak,5.643236035
2020-10,Manhattan,SBS,M14D-SBS,Peak,5.943258518
2020-11,Manhattan,SBS,M14A-SBS,Peak,5.65100426
2020-11,Manhattan,SBS,M14D-SBS,Peak,5.955561027
2020-12,Manhattan,SBS,M14A-SBS,Peak,5.684910922
2020-12,Manhattan,SBS,M14D-SBS,Peak,5.996544818
2021-01,Manhattan,SBS,M14A-SBS,Peak,5.797604486
2021-01,Manhattan,SBS,M14D-SBS,Peak,6.027397959
2021-02,Manhattan,SBS,M14A-SBS,Peak,5.690483763
2021-02,Manhattan,SBS,M14D-SBS,Peak,5.94421919
2021-03,Manhattan,SBS,M14A-SBS,Peak,5.61007269
2021-03,Manhattan,SBS,M14D-SBS,Peak,6.047555123
2021-04,Manhattan,SBS,M14A-SBS,Peak,5.614480258
2021-04,Manhattan,SBS,M14D-SBS,Peak,5.922695286
2021-05,Manhattan,SBS,M14A-SBS,Peak,5.515484809
2021-05,Manhattan,SBS,M14D-SBS,Peak,5.924457245
2021-06,Manhattan,SBS,M14A-SBS,Peak,5.51832167
2021-06,Manhattan,SBS,M14D-SBS,Peak,5.851726999
2021-07,Manhattan,SBS,M14A-SBS,Peak,5.766978767
2021-07,Manhattan,SBS,M14D-SBS,Peak,6.042016293
2021-08,Manhattan,SBS,M14A-SBS,Peak,5.6797321
2021-08,Manhattan,SBS,M14D-SBS,Peak,6.099939946
2021-09,Manhattan,SBS,M14A-SBS,Peak,5.195936666
2021-09,Manhattan,SBS,M14D-SBS,Peak,5.852619132
2021-10,Manhattan,SBS,M14A-SBS,Peak,5.234955253
2021-10,Manhattan,SBS,M14D-SBS,Peak,5.76352819
2021-11,Manhattan,SBS,M14A-SBS,Peak,5.352597878
2021-11,Manhattan,SBS,M14D-SBS,Peak,5.88177017
2021-12,Manhattan,SBS,M14A-SBS,Peak,5.404924673
2021-12,Manhattan,SBS,M14D-SBS,Peak,5.976007302
2022-01,Manhattan,SBS,M14A-SBS,Peak,5.505308681
2022-01,Manhattan,SBS,M14D-SBS,Peak,6.036275563
2022-02,Manhattan,SBS,M14A-SBS,Peak,5.347248543
2022-02,Manhattan,SBS,M14D-SBS,Peak,5.938436099
2022-03,Manhattan,SBS,M14A-SBS,Peak,5.336447894
2022-03,Manhattan,SBS,M14D-SBS,Peak,5.93159212
