month,borough,trip_type,route_id,period,total_operating_time,total_mileage,average_speed
2020-10,Staten Island,EXP,SIM8/SIM8X,Off-Peak,959779,23160196.8,24.1307601
2020-10,Staten Island,EXP,SIM8/SIM8X,Peak,546804,11026929.6,20.16614655
2020-10,Staten Island,EXP,SIM9,Off-Peak,470998,9276364.8,19.69512567
2020-10,Staten Island,EXP,SIM9,Peak,475836,8317184.4,17.47909868
2020-10,Staten Island,LCL/LTD,S40/S90,Off-Peak,3086692,45256730.4,14.66188735
2020-10,Staten Island,LCL/LTD,S40/S90,Peak,1454927,20409976.8,14.02817928
2020-10,Staten Island,LCL/LTD,S42,Off-Peak,183442,2676960,14.59295036
2020-10,Staten Island,LCL/LTD,S42,Peak,282718,3906378,13.81722423
2020-10,Staten Island,LCL/LTD,S44/S94,Off-Peak,5133089,60649207.2,11.815343
2020-10,Staten Island,LCL/LTD,S44/S94,Peak,2633033,30013401.6,11.39879432
2020-10,Staten Island,LCL/LTD,S46/S96,Off-Peak,4616647,52063372.8,11.27731291
2020-10,Staten Island,LCL/LTD,S46/S96,Peak,2348571,25028564.4,10.65693326
2020-10,Staten Island,LCL/LTD,S48/S98,Off-Peak,4143909,42566673.6,10.27210626
2020-10,Staten Island,LCL/LTD,S48/S98,Peak,2141460,20734884,9.68259225
2020-10,Staten Island,LCL/LTD,S51/S81,Off-Peak,2774020,35246671.2,12.7059903
2020-10,Staten Island,LCL/LTD,S51/S81,Peak,1304493,16136391.6,12.36985679
2020-10,Staten Island,LCL/LTD,S53,Off-Peak,6638424,80152786.8,12.0740686
2020-10,Staten Island,LCL/LTD,S53,Peak,3062778,33671606.4,10.99381228
2020-10,Staten Island,LCL/LTD,S54,Off-Peak,1621978,21293773.2,13.12827498
2020-10,Staten Island,LCL/LTD,S54,Peak,851434,10553716.8,12.39522594
2020-10,Staten Island,LCL/LTD,S55/S56,Off-Peak,1334782,20202822,15.13567159
2020-10,Staten Island,LCL/LTD,S55/S56,Peak,1080872,15815001.6,14.63170625
2020-10,Staten Island,LCL/LTD,S57,Off-Peak,2153875,28091653.2,13.0423786
2020-10,Staten Island,LCL/LTD,S57,Peak,1237645,15178222.8,12.26379358
2020-10,Staten Island,LCL/LTD,S59,Off-Peak,3481112,45072072,12.94760755
2020-10,Staten Island,LCL/LTD,S59,Peak,1888242,25596360,13.55565653
2020-10,Staten Island,LCL/LTD,S61/S91,Off-Peak,3523237,43912173.6,12.46358777
2020-10,Staten Island,LCL/LTD,S61/S91,Peak,1911500,22696207.2,11.87350625
2020-10,Staten Island,LCL/LTD,S66,Off-Peak,1718346,21311496,12.40233108
2020-10,Staten Island,LCL/LTD,S66,Peak,957137,10880766,11.36803404
2020-10,Staten Island,LCL/LTD,S74/S84,Off-Peak,4181101,58175661.6,13.9139575
2020-10,Staten Island,LCL/LTD,S74/S84,Peak,1616327,19647849.6,12.15586302
2020-10,Staten Island,LCL/LTD,S76/S86,Off-Peak,2656972,31155681.6,11.72601051
2020-10,Staten Island,LCL/LTD,S76/S86,Peak,1443862,16530742.8,11.44897698
2020-10,Staten Island,LCL/LTD,S78,Off-Peak,4720518,65735157.6,13.92541191
2020-10,Staten Island,LCL/LTD,S78,Peak,1749527,23225011.2,13.27502302
2020-10,Staten Island,LCL/LTD,S79-SBS,Off-Peak,13217,178171.2,13.48045699
2020-10,Staten Island,LCL/LTD,S89,Off-Peak,304541,5190771.6,17.04457397
2020-10,Staten Island,LCL/LTD,S89,Peak,897473,14443714.8,16.0937597
2020-10,Staten Island,LCL/LTD,S93,Off-Peak,13318,188996.4,14.19104971
2020-10,Staten Island,LCL/LTD,S93,Peak,14884,187567.2,12.60193496
2020-10,Staten Island,SBS,S79-SBS,Off-Peak,8049899,121180946.4,15.05372259
2020-10,Staten Island,SBS,S79-SBS,Peak,4459346,65785514.4,14.75227856
2020-11,Bronx,EXP,BXM1,Off-Peak,2372603,28945260,12.19979069
2020-11,Bronx,EXP,BXM1,Peak,1513488,16866064.8,11.14383781
2020-11,Bronx,EXP,BXM10,Off-Peak,1823121,21299259.6,11.68285572
2020-11,Bronx,EXP,BXM10,Peak,1769901,17868574.8,10.09580468
2020-11,Bronx,EXP,BXM11,Off-Peak,1884344,22951238.4,12.17996205
2020-11,Bronx,EXP,BXM11,Peak,1196553,13076805.6,10.92873078
2020-11,Bronx,EXP,BXM18,Off-Peak,220206,2927826,13.29585025
2020-11,Bronx,EXP,BXM18,Peak,454366,4547948.4,10.00943821
2020-11,Bronx,EXP,BXM2,Off-Peak,1622824,19614765.6,12.08681015
2020-11,Bronx,EXP,BXM2,Peak,1007298,11006971.2,10.92722432
2020-11,Bronx,EXP,BXM3,Off-Peak,1146439,13343320.8,11.63892785
2020-11,Bronx,EXP,BXM3,Peak,737532,8071545.6,10.94399375
2020-11,Bronx,EXP,BXM4,Off-Peak,1222740,13037925.6,10.66287649
2020-11,Bronx,EXP,BXM4,Peak,549583,4935045.6,8.979618365
2020-11,Bronx,EXP,BXM6,Off-Peak,1076840,13913395.2,12.92057799
2020-11,Bronx,EXP,BXM6,Peak,908797,9505972.8,10.45995178
2020-11,Bronx,EXP,BXM7,Off-Peak,3915715,64972954.8,16.59287124
2020-11,Bronx,EXP,BXM7,Peak,2856611,40481521.2,14.17117038
2020-11,Bronx,EXP,BXM8,Off-Peak,2014952,27052542,13.42589898
2020-11,Bronx,EXP,BXM8,Peak,1704383,19825182,11.63188204
2020-11,Bronx,EXP,BXM9,Off-Peak,2255138,30062026.8,13.33045995
2020-11,Bronx,EXP,BXM9,Peak,1432968,16973676,11.84511866
2020-11,Bronx,LCL/LTD,BX1,Off-Peak,9992761,73392735.6,7.344590309
2020-11,Bronx,LCL/LTD,BX1,Peak,4188105,29368861.2,7.01244625
2020-11,Bronx,LCL/LTD,BX10,Off-Peak,6228260,58232865.6,9.349780773
2020-11,Bronx,LCL/LTD,BX10,Peak,3738412,30913250.4,8.269086018
2020-11,Bronx,LCL/LTD,BX11,Off-Peak,6869449,42463238.4,6.181462065
2020-11,Bronx,LCL/LTD,BX11,Peak,4301491,24289858.8,5.646846361
2020-11,Bronx,LCL/LTD,BX12,Off-Peak,4687941,44362364.4,9.463080785
2020-11,Bronx,LCL/LTD,BX12,Peak,2151479,18026157.6,8.378495723
2020-11,Bronx,LCL/LTD,BX13,Off-Peak,4501084,30010726.8,6.667444287
2020-11,Bronx,LCL/LTD,BX13,Peak,3022011,18000741.6,5.956544036
2020-11,Bronx,LCL/LTD,BX15,Off-Peak,13301956,87226189.2,6.557395709
2020-11,Bronx,LCL/LTD,BX15,Peak,6211880,36716302.8,5.910658738
2020-11,Bronx,LCL/LTD,BX16,Off-Peak,4536896,43817749.2,9.658089848
2020-11,Bronx,LCL/LTD,BX16,Peak,2712846,23711000.4,8.740267748
2020-11,Bronx,LCL/LTD,BX17,Off-Peak,6131294,44449660.8,7.249637809
2020-11,Bronx,LCL/LTD,BX17,Peak,3618268,24611374.8,6.801976747
2020-11,Bronx,LCL/LTD,BX19,Off-Peak,10434616,58401838.8,5.596932249
2020-11,Bronx,LCL/LTD,BX19,Peak,4354626,22516729.2,5.17076075
2020-11,Bronx,LCL/LTD,BX2,Off-Peak,9079749,52979392.8,5.834896185
2020-11,Bronx,LCL/LTD,BX2,Peak,4706393,27047008.8,5.746865763
2020-11,Bronx,LCL/LTD,BX20,Off-Peak,149874,1296702,8.651947636
2020-11,Bronx,LCL/LTD,BX20,Peak,648178,5481727.2,8.457132454
2020-11,Bronx,LCL/LTD,BX21,Off-Peak,9639683,70118344.8,7.273926414
2020-11,Bronx,LCL/LTD,BX21,Peak,4739566,30792560.4,6.496915625
2020-11,Bronx,LCL/LTD,BX22,Off-Peak,5473931,36843519.6,6.730724154
2020-11,Bronx,LCL/LTD,BX22,Peak,3113646,19285358.4,6.193818565
2020-11,Bronx,LCL/LTD,BX23,Off-Peak,1904646,22983660,12.06715579
2020-11,Bronx,LCL/LTD,BX23,Peak,1863295,21190867.2,11.37279239
2020-11,Bronx,LCL/LTD,BX24,Off-Peak,1313594,13011148.8,9.905000175
2020-11,Bronx,LCL/LTD,BX24,Peak,562902,5214510,9.2636196
2020-11,Bronx,LCL/LTD,BX26,Off-Peak,4802190,35653604.4,7.424446846
2020-11,Bronx,LCL/LTD,BX26,Peak,2612308,17977140,6.88170767
2020-11,Bronx,LCL/LTD,BX27,Off-Peak,1587948,11855948.4,7.466206954
2020-11,Bronx,LCL/LTD,BX27,Peak,940013,6623560.8,7.046243829
2020-11,Bronx,LCL/LTD,BX28,Off-Peak,5950244,45329022,7.618010623
2020-11,Bronx,LCL/LTD,BX28,Peak,2466459,16456590,6.672152264
2020-11,Bronx,LCL/LTD,BX29,Off-Peak,1491207,24035500.8,16.11815181
2020-11,Bronx,LCL/LTD,BX29,Peak,816053,12499444.8,15.31695221
2020-11,Bronx,LCL/LTD,BX3,Off-Peak,6317487,48233606.4,7.6349356
2020-11,Bronx,LCL/LTD,BX3,Peak,3259346,22507988.4,6.905676292
2020-11,Bronx,LCL/LTD,BX30,Off-Peak,6008611,46793574,7.787752278
2020-11,Bronx,LCL/LTD,BX30,Peak,3470050,26124102,7.528451175
2020-11,Bronx,LCL/LTD,BX31,Off-Peak,6018720,50769997.2,8.435347915
2020-11,Bronx,LCL/LTD,BX31,Peak,3024600,23624434.8,7.810763341
2020-11,Bronx,LCL/LTD,BX32,Off-Peak,4710649,28992063.6,6.154579465
2020-11,Bronx,LCL/LTD,BX32,Peak,2668925,15348308.4,5.750745487
2020-11,Bronx,LCL/LTD,BX33,Off-Peak,1676930,12171891.6,7.258437502
2020-11,Bronx,LCL/LTD,BX33,Peak,901674,5357430,5.941648534
2020-11,Bronx,LCL/LTD,BX34,Off-Peak,2453522,20437232.4,8.329753065
2020-11,Bronx,LCL/LTD,BX34,Peak,1130999,8302064.4,7.340470151
2020-11,Bronx,LCL/LTD,BX35,Off-Peak,6715318,38845249.2,5.784573299
2020-11,Bronx,LCL/LTD,BX35,Peak,3611703,18229420.8,5.047320004
2020-11,Bronx,LCL/LTD,BX36,Off-Peak,13828059,87572008.8,6.332921258
2020-11,Bronx,LCL/LTD,BX36,Peak,6645124,40111495.2,6.036229753
2020-11,Bronx,LCL/LTD,BX38,Off-Peak,3478646,25609438.8,7.361898509
2020-11,Bronx,LCL/LTD,BX38,Peak,1922902,13740912,7.145924233
2020-11,Bronx,LCL/LTD,BX39,Off-Peak,8119462,58621266,7.219846093
2020-11,Bronx,LCL/LTD,BX39,Peak,3574403,22800988.8,6.378964207
2020-11,Bronx,LCL/LTD,BX4,Off-Peak,3354727,24949911.6,7.437240527
2020-11,Bronx,LCL/LTD,BX4,Peak,1467532,8918784,6.077403423
2020-11,Bronx,LCL/LTD,BX40,Off-Peak,6427255,44154871.2,6.869942332
2020-11,Bronx,LCL/LTD,BX40,Peak,2574414,15902456.4,6.177116967
2020-11,Bronx,LCL/LTD,BX41,Off-Peak,5896330,48281554.8,8.18840784
2020-11,Bronx,LCL/LTD,BX41,Peak,2453933,17726068.8,7.223534139
2020-11,Bronx,LCL/LTD,BX42,Off-Peak,6038200,40275705.6,6.670150972
2020-11,Bronx,LCL/LTD,BX42,Peak,2464615,15360494.4,6.23241131
2020-11,Bronx,LCL/LTD,BX46,Off-Peak,676324,7076160,10.46267765
2020-11,Bronx,LCL/LTD,BX46,Peak,257698,2647630.8,10.27416123
2020-11,Bronx,LCL/LTD,BX4A,Off-Peak,2856375,18317012.4,6.412677747
2020-11,Bronx,LCL/LTD,BX4A,Peak,1500905,9150667.2,6.096766418
2020-11,Bronx,LCL/LTD,BX5,Off-Peak,4603845,41452743.6,9.003939881
2020-11,Bronx,LCL/LTD,BX5,Peak,2901556,24047326.8,8.287734857
2020-11,Bronx,LCL/LTD,BX6,Off-Peak,5712716,42240333.6,7.394089536
2020-11,Bronx,LCL/LTD,BX6,Peak,2397618,15258924,6.36420147
2020-11,Bronx,LCL/LTD,BX7,Off-Peak,6415953,45903862.8,7.154644493
2020-11,Bronx,LCL/LTD,BX7,Peak,3345404,21966580.8,6.566196728
2020-11,Bronx,LCL/LTD,BX8,Off-Peak,5820682,49283596.8,8.46697978
2020-11,Bronx,LCL/LTD,BX8,Peak,3626159,29764688.4,8.208324125
2020-11,Bronx,LCL/LTD,BX9,Off-Peak,12776488,85662849.6,6.704725868
2020-11,Bronx,LCL/LTD,BX9,Peak,6491514,39482136,6.082115205
2020-11,Bronx,LCL/LTD,BX99,Off-Peak,902334,11019556.8,12.21228148
2020-11,Bronx,SBS,BX12-SBS,Off-Peak,9717436,96627499.2,9.943723756
2020-11,Bronx,SBS,BX12-SBS,Peak,5187141,49137159.6,9.472879106
2020-11,Bronx,SBS,BX41-SBS,Off-Peak,4327318,40123976.4,9.272250479
2020-11,Bronx,SBS,BX41-SBS,Peak,2342412,20787138,8.874245009
2020-11,Bronx,SBS,BX6-SBS,Off-Peak,4420071,34280456.4,7.755634785
2020-11,Bronx,SBS,BX6-SBS,Peak,2134371,15456949.2,7.241922421
2020-11,Brooklyn,EXP,BM1,Off-Peak,917638,12857475.6,14.01148993
2020-11,Brooklyn,EXP,BM1,Peak,564237,6702951.6,11.87967397
2020-11,Brooklyn,EXP,BM2,Off-Peak,1355492,18845078.4,13.90275885
2020-11,Brooklyn,EXP,BM2,Peak,760301,8798108.4,11.57187535
2020-11,Brooklyn,EXP,BM3,Off-Peak,511789,6807056.4,13.3005133
2020-11,Brooklyn,EXP,BM3,Peak,277661,3525832.8,12.69833646
2020-11,Brooklyn,EXP,BM4,Off-Peak,389396,5171896.8,13.28184368
2020-11,Brooklyn,EXP,BM4,Peak,420408,4911336,11.68230861
2020-11,Brooklyn,EXP,BM5,Off-Peak,658771,9937177.2,15.08441811
2020-11,Brooklyn,EXP,BM5,Peak,419776,5478598.8,13.05124352
2020-11,Brooklyn,EXP,X27,Off-Peak,1911428,25577283.6,13.38124355
2020-11,Brooklyn,EXP,X27,Peak,882830,12924885.6,14.64028816
2020-11,Brooklyn,EXP,X28,Off-Peak,1381546,18263952,13.21993766
2020-11,Brooklyn,EXP,X28,Peak,839007,11147288.4,13.28628772
2020-11,Brooklyn,EXP,X37,Off-Peak,303903,5450828.4,17.9360796
2020-11,Brooklyn,EXP,X37,Peak,1221352,19263628.8,15.77238077
2020-11,Brooklyn,EXP,X38,Off-Peak,350564,6015092.4,17.15832886
2020-11,Brooklyn,EXP,X38,Peak,756896,11038208.4,14.58352059
2020-11,Brooklyn,LCL/LTD,B1,Off-Peak,8318072,62118784.8,7.467930645
2020-11,Brooklyn,LCL/LTD,B1,Peak,3900215,27207759.6,6.975964043
2020-11,Brooklyn,LCL/LTD,B100,Off-Peak,2518656,25726284,10.21429048
2020-11,Brooklyn,LCL/LTD,B100,Peak,2317060,22267490.4,9.610234694
2020-11,Brooklyn,LCL/LTD,B103,Off-Peak,8876232,77895046.8,8.775688468
2020-11,Brooklyn,LCL/LTD,B103,Peak,4919482,40257014.4,8.183181563
2020-11,Brooklyn,LCL/LTD,B11,Off-Peak,7243713,48243153.6,6.660003454
2020-11,Brooklyn,LCL/LTD,B11,Peak,3672453,20606896.8,5.611207768
2020-11,Brooklyn,LCL/LTD,B12,Off-Peak,7289977,46352642.4,6.358407221
2020-11,Brooklyn,LCL/LTD,B12,Peak,3516414,19526518.8,5.552963559
2020-11,Brooklyn,LCL/LTD,B13,Off-Peak,6501770,55918335.6,8.600478885
2020-11,Brooklyn,LCL/LTD,B13,Peak,3420573,27186184.8,7.947845229
2020-11,Brooklyn,LCL/LTD,B14,Off-Peak,4019014,29041840.8,7.226110882
2020-11,Brooklyn,LCL/LTD,B14,Peak,1947800,12540391.2,6.438233494
2020-11,Brooklyn,LCL/LTD,B15,Off-Peak,13541439,129157336.8,9.537932918
2020-11,Brooklyn,LCL/LTD,B15,Peak,5286870,40649263.2,7.688720018
2020-11,Brooklyn,LCL/LTD,B16,Off-Peak,4822347,37842040.8,7.847224764
2020-11,Brooklyn,LCL/LTD,B16,Peak,2475654,17783542.8,7.183371667
2020-11,Brooklyn,LCL/LTD,B17,Off-Peak,5577938,44823488.4,8.035852747
2020-11,Brooklyn,LCL/LTD,B17,Peak,2862763,19802552.4,6.917286691
2020-11,Brooklyn,LCL/LTD,B2,Off-Peak,1192465,11522419.2,9.662689639
2020-11,Brooklyn,LCL/LTD,B2,Peak,720836,6162516,8.549123518
2020-11,Brooklyn,LCL/LTD,B20,Off-Peak,6486611,45928425.6,7.080496364
2020-11,Brooklyn,LCL/LTD,B20,Peak,3123990,20282202,6.492402985
2020-11,Brooklyn,LCL/LTD,B24,Off-Peak,2431728,23766750,9.773605436
2020-11,Brooklyn,LCL/LTD,B24,Peak,1274005,10766322,8.450769032
2020-11,Brooklyn,LCL/LTD,B25,Off-Peak,6826664,46549454.4,6.818770398
2020-11,Brooklyn,LCL/LTD,B25,Peak,3174305,19891170,6.266307113
2020-11,Brooklyn,LCL/LTD,B26,Off-Peak,7309108,52071033.6,7.12412973
2020-11,Brooklyn,LCL/LTD,B26,Peak,4023424,26210707.2,6.514527726
2020-11,Brooklyn,LCL/LTD,B3,Off-Peak,7069892,52509934.8,7.427261237
2020-11,Brooklyn,LCL/LTD,B3,Peak,3528522,23675342.4,6.709705197
2020-11,Brooklyn,LCL/LTD,B31,Off-Peak,1260486,13093542,10.38769332
2020-11,Brooklyn,LCL/LTD,B31,Peak,758794,6811992,8.977393074
2020-11,Brooklyn,LCL/LTD,B32,Off-Peak,916077,8611700.4,9.400629423
2020-11,Brooklyn,LCL/LTD,B32,Peak,502510,4614138,9.182181449
2020-11,Brooklyn,LCL/LTD,B35,Off-Peak,13369100,78541160.4,5.874827804
2020-11,Brooklyn,LCL/LTD,B35,Peak,6860982,37090929.6,5.406067178
2020-11,Brooklyn,LCL/LTD,B36,Off-Peak,5409367,43825190.4,8.101722512
2020-11,Brooklyn,LCL/LTD,B36,Peak,3350166,24898003.2,7.431871495
2020-11,Brooklyn,LCL/LTD,B37,Off-Peak,2489258,20769883.2,8.343804941
2020-11,Brooklyn,LCL/LTD,B37,Peak,1296987,9389883.6,7.239766937
2020-11,Brooklyn,LCL/LTD,B38,Off-Peak,12167445,81061009.2,6.662122508
2020-11,Brooklyn,LCL/LTD,B38,Peak,6379666,39127986,6.133234248
2020-11,Brooklyn,LCL/LTD,B4,Off-Peak,4664067,37103097.6,7.955095328
2020-11,Brooklyn,LCL/LTD,B4,Peak,2266368,16132554,7.118241168
2020-11,Brooklyn,LCL/LTD,B41,Off-Peak,19143900,133780125.6,6.988133327
2020-11,Brooklyn,LCL/LTD,B41,Peak,9669702,64640134.8,6.684811466
2020-11,Brooklyn,LCL/LTD,B43,Off-Peak,6778804,46440828,6.850888151
2020-11,Brooklyn,LCL/LTD,B43,Peak,3634106,21793514.4,5.99693966
2020-11,Brooklyn,LCL/LTD,B44,Off-Peak,9982673,79348302,7.948602744
2020-11,Brooklyn,LCL/LTD,B44,Peak,3811870,24097572,6.321719261
2020-11,Brooklyn,LCL/LTD,B44-SBS,Off-Peak,20895,190159.2,9.100703518
2020-11,Brooklyn,LCL/LTD,B45,Off-Peak,4046854,25927668,6.406870127
2020-11,Brooklyn,LCL/LTD,B45,Peak,2144107,12068884.8,5.628863112
2020-11,Brooklyn,LCL/LTD,B46,Off-Peak,12967343,95964206.4,7.400452537
2020-11,Brooklyn,LCL/LTD,B46,Peak,5003606,32848808.4,6.565026983
2020-11,Brooklyn,LCL/LTD,B46-SBS,Off-Peak,30739,245260.8,7.978815186
2020-11,Brooklyn,LCL/LTD,B47,Off-Peak,6895167,52281766.8,7.582378614
2020-11,Brooklyn,LCL/LTD,B47,Peak,3419301,23168257.2,6.775729074
2020-11,Brooklyn,LCL/LTD,B48,Off-Peak,3844603,27715770,7.209007016
2020-11,Brooklyn,LCL/LTD,B48,Peak,1941399,11420406,5.882565099
2020-11,Brooklyn,LCL/LTD,B49,Off-Peak,6987736,55652227.2,7.964271575
2020-11,Brooklyn,LCL/LTD,B49,Peak,3322202,23547830.4,7.08801885
2020-11,Brooklyn,LCL/LTD,B52,Off-Peak,7962026,53852212.8,6.76363187
2020-11,Brooklyn,LCL/LTD,B52,Peak,4202697,26181835.2,6.229769883
2020-11,Brooklyn,LCL/LTD,B54,Off-Peak,5446921,35108287.2,6.445528988
2020-11,Brooklyn,LCL/LTD,B54,Peak,2978615,17042742,5.721700186
2020-11,Brooklyn,LCL/LTD,B57,Off-Peak,5378530,39426955.2,7.33043326
2020-11,Brooklyn,LCL/LTD,B57,Peak,2601303,16980825.6,6.527815329
2020-11,Brooklyn,LCL/LTD,B6,Off-Peak,23741310,199077195.6,8.385265834
2020-11,Brooklyn,LCL/LTD,B6,Peak,11550912,86756601.6,7.510801017
2020-11,Brooklyn,LCL/LTD,B60,Off-Peak,7183444,51449601.6,7.16224719
2020-11,Brooklyn,LCL/LTD,B60,Peak,3765595,24055567.2,6.388251312
2020-11,Brooklyn,LCL/LTD,B61,Off-Peak,5682777,48517293.6,8.537602936
2020-11,Brooklyn,LCL/LTD,B61,Peak,2623231,19911448.8,7.590429055
2020-11,Brooklyn,LCL/LTD,B62,Off-Peak,6105431,49168947.6,8.053313124
2020-11,Brooklyn,LCL/LTD,B62,Peak,3249120,23484852,7.228065445
2020-11,Brooklyn,LCL/LTD,B63,Off-Peak,8296497,51585814.8,6.217782614
2020-11,Brooklyn,LCL/LTD,B63,Peak,3574221,20075220,5.616670038
2020-11,Brooklyn,LCL/LTD,B64,Off-Peak,4384600,36503348.4,8.325354285
2020-11,Brooklyn,LCL/LTD,B64,Peak,1982169,15771960,7.95691992
2020-11,Brooklyn,LCL/LTD,B65,Off-Peak,3755269,26391150,7.027765521
2020-11,Brooklyn,LCL/LTD,B65,Peak,1853651,11823537.6,6.378513323
2020-11,Brooklyn,LCL/LTD,B67,Off-Peak,3557696,25976473.2,7.301487592
2020-11,Brooklyn,LCL/LTD,B67,Peak,1962283,12885944.4,6.566812432
2020-11,Brooklyn,LCL/LTD,B68,Off-Peak,8600742,67189582.8,7.812068168
2020-11,Brooklyn,LCL/LTD,B68,Peak,3946246,28983207.6,7.344500976
2020-11,Brooklyn,LCL/LTD,B69,Off-Peak,2825842,20499616.8,7.254339344
2020-11,Brooklyn,LCL/LTD,B69,Peak,1814803,11961324,6.590976541
2020-11,Brooklyn,LCL/LTD,B7,Off-Peak,3587391,27841100.4,7.760821277
2020-11,Brooklyn,LCL/LTD,B7,Peak,2250378,15600787.2,6.932518537
2020-11,Brooklyn,LCL/LTD,B70,Off-Peak,3150323,22896781.2,7.268074163
2020-11,Brooklyn,LCL/LTD,B70,Peak,1933028,13164498,6.810298661
2020-11,Brooklyn,LCL/LTD,B74,Off-Peak,1332694,11605161.6,8.708046708
2020-11,Brooklyn,LCL/LTD,B74,Peak,743581,6362841.6,8.557025529
2020-11,Brooklyn,LCL/LTD,B8,Off-Peak,9697084,71081161.2,7.330158345
2020-11,Brooklyn,LCL/LTD,B8,Peak,4718738,30387736.8,6.439801659
2020-11,Brooklyn,LCL/LTD,B82,Off-Peak,10151731,78196802.4,7.702804812
2020-11,Brooklyn,LCL/LTD,B82,Peak,4541640,31863362.4,7.01582741
2020-11,Brooklyn,LCL/LTD,B83,Off-Peak,4516416,37601593.2,8.325538037
2020-11,Brooklyn,LCL/LTD,B83,Peak,2304329,16761495.6,7.273916008
2020-11,Brooklyn,LCL/LTD,B84,Off-Peak,347493,3803659.2,10.94600237
2020-11,Brooklyn,LCL/LTD,B84,Peak,180824,1872547.2,10.35563421
2020-11,Brooklyn,LCL/LTD,B9,Off-Peak,9041919,63751867.2,7.050700985
2020-11,Brooklyn,LCL/LTD,B9,Peak,4656082,30116469.6,6.468200002
2020-11,Brooklyn,LCL/LTD,B99,Off-Peak,1380319,18748580.4,13.58278804
2020-11,Brooklyn,SBS,B44-SBS,Off-Peak,8311921,76232282.4,9.171439719
2020-11,Brooklyn,SBS,B44-SBS,Peak,4560126,39949354.8,8.760581352
2020-11,Brooklyn,SBS,B46-SBS,Off-Peak,7497365,65549048.4,8.742944808
2020-11,Brooklyn,SBS,B46-SBS,Peak,5414500,45115844.4,8.332411931
2020-11,Brooklyn,SBS,B82-SBS,Off-Peak,6640089,60751317.6,9.149172187
2020-11,Brooklyn,SBS,B82-SBS,Peak,3947698,34746490.8,8.801709452
2020-11,Manhattan,LCL/LTD,M1,Off-Peak,8496873,52560529.2,6.185867342
2020-11,Manhattan,LCL/LTD,M1,Peak,4450278,27816382.8,6.25048206
2020-11,Manhattan,LCL/LTD,M10,Off-Peak,5095777,32136487.2,6.306494024
2020-11,Manhattan,LCL/LTD,M10,Peak,2841045,16710796.8,5.881919083
2020-11,Manhattan,LCL/LTD,M100,Off-Peak,10590609,58851802.8,5.556980038
2020-11,Manhattan,LCL/LTD,M100,Peak,4026806,21972049.2,5.456445928
2020-11,Manhattan,LCL/LTD,M101,Off-Peak,17099109,106972351.2,6.256019024
2020-11,Manhattan,LCL/LTD,M101,Peak,6870460,40428810,5.884440052
2020-11,Manhattan,LCL/LTD,M102,Off-Peak,9975823,63559065.6,6.371310477
2020-11,Manhattan,LCL/LTD,M102,Peak,4259900,22756773.6,5.342091035
2020-11,Manhattan,LCL/LTD,M103,Off-Peak,8073340,46268074.8,5.730970676
2020-11,Manhattan,LCL/LTD,M103,Peak,3394057,17802403.2,5.245169188
2020-11,Manhattan,LCL/LTD,M104,Off-Peak,6572445,40724053.2,6.196180143
2020-11,Manhattan,LCL/LTD,M104,Peak,2949805,16135470,5.470012425
2020-11,Manhattan,LCL/LTD,M106,Off-Peak,1161241,6942499.2,5.978517121
2020-11,Manhattan,LCL/LTD,M106,Peak,800427,5552290.8,6.936661057
2020-11,Manhattan,LCL/LTD,M11,Off-Peak,8909042,53497317.6,6.00483392
2020-11,Manhattan,LCL/LTD,M11,Peak,4015378,23621828.4,5.88284052
2020-11,Manhattan,LCL/LTD,M116,Off-Peak,4077857,24777302.4,6.076059656
2020-11,Manhattan,LCL/LTD,M116,Peak,2201767,12668155.2,5.753631152
2020-11,Manhattan,LCL/LTD,M12,Off-Peak,1242424,9585331.2,7.715024179
2020-11,Manhattan,LCL/LTD,M12,Peak,583918,4330098,7.4155926
2020-11,Manhattan,LCL/LTD,M15,Off-Peak,12816251,86288256,6.732722073
2020-11,Manhattan,LCL/LTD,M15,Peak,5063946,28891378.8,5.705309417
2020-11,Manhattan,LCL/LTD,M2,Off-Peak,10991163,76349192.4,6.946416171
2020-11,Manhattan,LCL/LTD,M2,Peak,5319456,34181276.4,6.42570902
2020-11,Manhattan,LCL/LTD,M20,Off-Peak,3183542,20330528.4,6.386134815
2020-11,Manhattan,LCL/LTD,M20,Peak,1734301,10470247.2,6.037156872
2020-11,Manhattan,LCL/LTD,M21,Off-Peak,1133651,7479410.4,6.597630488
2020-11,Manhattan,LCL/LTD,M21,Peak,655575,4149813.6,6.33003638
2020-11,Manhattan,LCL/LTD,M22,Off-Peak,1754559,11891073.6,6.777243512
2020-11,Manhattan,LCL/LTD,M22,Peak,977292,6149354.4,6.292238553
2020-11,Manhattan,LCL/LTD,M3,Off-Peak,13345502,77718830.4,5.823597374
2020-11,Manhattan,LCL/LTD,M3,Peak,5392404,29117008.8,5.399634152
2020-11,Manhattan,LCL/LTD,M31,Off-Peak,5574258,29906863.2,5.36517384
2020-11,Manhattan,LCL/LTD,M31,Peak,2958358,14971982.4,5.060909599
2020-11,Manhattan,LCL/LTD,M4,Off-Peak,15687889,93188775.6,5.94017306
2020-11,Manhattan,LCL/LTD,M4,Peak,7540636,43080940.8,5.713170719
2020-11,Manhattan,LCL/LTD,M42,Off-Peak,3555088,19496462.4,5.484101209
2020-11,Manhattan,LCL/LTD,M42,Peak,2024353,10639861.2,5.255931747
