ComplexID,Boro,Station,Line,Latitude,Longitude,Opening,Closing,Y1904-05,Y1905-06,Y1906-07,Y1907-08,Y1908-09,Y1909-10,Y1910-11,Y1911-12,Y1912-13,Y1913-14,Y1914-15,Y1915-16,Y1916-17,Y1917-18,Y1918-19,Y1919-20,Y1920-21,Y1921-22,Y1922-23,Y1923-24,Y1924-25,Y1925-26,Y1926-27,Y1927-28,Y1928-29,Y1929-30,Y1930-31,Y1931-32,Y1932-33,Y1933-34,Y1934-35,Y1935-36,Y1936-37,Y1937-38,Y1938-39,Y1940,Y1941,Y1942,Y1943,Y1944,Y1945,Y1946,Y1947,Y1948,Y1949,Y1950,Y1951,Y1952,Y1953,Y1954,Y1955,Y1956,Y1957,Y1958,Y1959,Y1960,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020
319,Manhattan,28 St,Broadway/7 Av Line,40.747215,-73.993365,7/1/1918, ,,,,,,,,,,,,,,,2414028,3451361,3760100,3985820,4250360,4480724,4379589,4475249,4651251,5216961,5228707,5476072,5632658,5319512,4737061,4518333,4469127,4530241,4534704,4230678,4292046,4631546,4513302,4216561,4314506,4027215,4082458,4399193,4224225,4111321,3822295,3909103,3735674,3736845,3661662,3585054,3656403,3590856,3490452,3383034,3737009,3788917,3795798,3871711,3767760,3877503,3734160,3480530,3418783,3262100,3163504,2805750,2591623,2450763,2407065,2260636,2191064,2137091,2118929,2231547,2214574,2034228,1916452,1777293,1860288,1861525,1846372,1990945,2205925,2348280,2462742,2236434,2184568,2134100,2151441,2195334,2247251,2372343,2487188,2714499,3032917,3381107,3521210,3601420,3467608,3575889,3548645,3527112,3585713,3680019,3783842,3941656,4093901,4346501,4548738,4666347,4665377,4544976,4348170,4444072,4493352,1367598
318,Manhattan,34 St-Penn Station,Broadway/7 Av Line,40.750373,-73.991057,6/3/1917, ,,,,,,,,,,,,,78121,3197429,11812877,19660619,23071850,25009851,27772768,30151030,32073801,35596437,37974255,41885547,42922266,45164532,44815915,41834759,35743698,34052303,33941485,34646790,34947705,32736680,32804203,34241722,32755969,35061543,38469785,38506833,39417408,39705776,37392679,34688246,30188340,28267227,26864287,25702669,24779087,23634098,23337151,23166149,22582481,22108527,22039368,21833770,22064359,22296792,21640371,22151358,21160072,20055934,21041602,22296543,23476923,21544689,20606524,19017914,18024511,17886856,17053384,16470698,16441390,17141238,17490318,17275325,16738300,15867118,16606117,17224873,17992038,19602309,20588135,21839712,22608170,20161926,19656968,19167767,18949257,19320876,19149150,19826460,20453580,21163764,23866514,26533438,26331838,24403007,25995619,26121651,26140328,26362665,27804027,28343889,27196195,26892243,26758623,27010176,27730331,28638643,28309160,27741367,26034238,25968950,25967676,8103809
316,Manhattan,50 St,Broadway/7 Av Line,40.761728,-73.983849,10/27/1904, ,1401068,2539327,2997231,3372351,3801050,4257346,4515030,5151297,5779724,6123949,6706761,7471350,8789017,8788417,6956450,8023553,8361200,8421140,9006800,9609140,9902832,11512037,12839957,14972058,14987394,15331473,14652628,13793117,12225562,12419747,12710937,13082954,12861021,12336221,12614299,12940669,11125314,11281510,12381286,12240998,12802236,12836775,11590636,10731074,9149313,8531131,7717905,7199480,7193866,6536259,6213519,6514803,6301989,5852845,6356037,6737398,7142673,7819520,7698778,8166504,7903265,7344246,7707765,7163999,7019253,6401323,5991245,5894995,5604707,5408210,5193416,5063367,4980374,5232262,5318127,5127230,4728194,4384197,4259429,4244464,4201689,4796353,5687276,6294209,6441811,5690976,5334057,4922490,4897304,5444136,5735733,6021033,6078360,6796214,7382893,8052456,7945115,8001597,7757002,8028430,7917491,8151244,8227633,8042404,7477965,7465528,7647852,7927578,8074270,8450496,8266677,8157242,7751756,8088925,8134360,2213137
314,Manhattan,66 St-Lincoln Center,Broadway/7 Av Line,40.77344,-73.982209,10/27/1904, ,1190387,1909781,2317689,2597381,2810044,2967937,2923407,3051168,3175022,3149653,3077626,3313690,3872227,3982061,3597198,4620261,4664400,4562358,4654494,4672818,4595164,4677289,4743430,4965566,4901245,5069281,4822009,4517711,4104049,4049179,4001783,3890863,3832141,3730803,3735627,3845857,3594165,3289536,3298409,3513327,3778040,3940202,4134894,4106171,4253003,4349397,4064841,3924602,3813162,3226834,3135392,3230523,3102973,2746853,2300818,2257240,2325240,2753155,2788283,3066936,3145856,3281569,3769769,3699690,3621226,3422930,3388011,3294026,3170506,3195966,3080491,2900271,2810087,3082281,3156701,2864046,2721265,2464673,2513941,2537160,2604239,2849574,3283814,3624418,3802228,3287908,3062790,2988891,3114587,3414872,3623849,3921194,4192746,5123117,5537605,6674250,6663749,7100640,7014265,7134810,7096701,7271724,7165177,7090347,6714696,6783446,7089390,7367599,7527781,7772308,7790234,7606975,7002620,7196026,7068256,2141714
313,Manhattan,72 St,Broadway/7 Av Line,40.778453,-73.98197,10/27/1904, ,1695750,2722326,3214327,3543596,3812091,4168404,4102000,4318215,4554314,4534330,4586406,5032619,5767629,5953202,5765025,7093532,7634700,7999500,8800476,9501141,9805918,10424272,11239575,12336072,12440741,13068597,12771236,12318296,11275740,11294619,11299367,11081723,10725994,10265978,10360582,10497864,9981906,9815700,10032023,10172514,10718172,10845180,10524549,9963515,9437609,9382330,9068514,8893256,8686542,7994184,7740251,7805804,7685370,7590615,7100453,7149908,7203548,7639278,7472407,7536789,7317016,6734335,6978785,7078617,7209982,6717017,6393351,6172905,6189723,6150840,5923229,5702640,5730372,6106818,6321871,6196678,6321329,6174191,6325439,6501156,6657350,7091977,7588887,7900270,7875862,7634672,7612048,7771752,7968864,8233837,8675876,8804571,8825757,9606988,10137956,10432954,10328830,9707887,10329897,11137535,11244174,11012939,11471075,11868122,11924279,12136784,12784301,13043031,13456906,13375012,13341361,13257766,12749746,12879887,12379560,4498641
312,Manhattan,79 St,Broadway/7 Av Line,40.783934,-73.979917,10/27/1904, ,1099084,1795345,2076268,2341001,2524858,2624023,2519827,2685157,2791125,2839600,2937630,3128235,3493973,3496035,3281880,3992286,4067780,4002852,4194553,4527790,4633650,4958877,5313756,5837301,5874291,6282757,6297781,6162519,5855156,6028521,5970278,6007981,5655076,5330396,5490511,5440407,5118951,5064488,4972681,4868280,5092768,5065109,4965727,4784663,4524191,4401805,4215493,4028550,4010478,3705674,3532271,3530141,3403218,3280992,3409230,3537685,3550321,3827165,3687830,3713881,3637533,3444868,3632654,3671289,3816742,3462462,3351848,3142134,2997914,3003329,2941908,2815477,2811802,2944287,2993831,2778565,2669046,2522302,2712163,2737654,2763757,3107005,3444088,3587501,3594092,3298215,3230683,3305804,3419185,3785400,3936748,3967906,4013559,4596009,4930167,5319045,5182170,5393711,5179463,5455810,5473507,5459723,5548857,5285382,5148529,5113161,5330857,5292422,5438078,5601595,5534255,5371624,5102655,4990840,4745863,1678293
311,Manhattan,86 St,Broadway/7 Av Line,40.788644,-73.976218,10/27/1904, ,1277819,1935662,2168270,2414111,2685473,3007357,2906264,3030883,3086511,3185790,3268020,3522094,3973482,3932518,3671061,4689421,4929200,4931504,5025263,5410534,5614940,5894539,6237249,6917711,6994433,7320919,7236448,7034859,6547574,6582625,6667828,6732660,6457707,6242586,6408073,6524311,6094381,5936917,5922484,5832639,6064127,6078730,5813826,5558779,5366953,5239371,5018210,4914410,4901108,4444883,4336650,4404633,4256353,4169931,4688550,4997692,5049408,5341069,5075800,5053169,4743721,4288885,4497154,4439199,4496812,4092450,3920625,3829106,3728038,3737640,3574027,3456273,3496745,3689880,3745962,3498440,3319558,3106626,3193496,3173135,3253005,3560185,4023076,4250956,4404689,4152674,4047303,4089947,4175068,4381947,4489309,4621975,4634393,5298715,5517024,5867038,5781073,5973398,5826800,6101130,6151020,6169110,6244181,6096820,6040177,5910540,6128225,6219513,6333352,6519979,6464625,6359252,5988837,6139911,5659795,2076862
 ,Manhattan,91 St,Broadway/7 Av Line,40.791467,-73.974117,10/27/1904,2/2/1959,691711,1067997,1201300,1317111,1374934,1459020,1428139,1577814,1624986,1667390,1755415,1911095,2131737,2192478,1964703,2393871,2342100,2277074,2447300,2667130,2822818,2977490,3130917,3512676,3552712,3789950,3801334,3529041,3473781,3608100,3612040,3609062,3523725,3351411,3409382,3541929,3391559,3354268,3295748,3235108,3338884,3293651,3181134,3098793,2951385,2857104,2706825,2666940,2675573,2411487,2396832,2424785,2387095,2392326,202689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Manhattan,96 St,Broadway/7 Av Line,40.793919,-73.972323,10/27/1904, ,1810312,2951906,3421044,3872348,4241721,4652791,4581128,5107772,5488811,5558385,5613331,5952094,6855413,7172799,7226143,8148340,8354602,8520078,8822547,9187587,9205708,9604833,10314383,11043437,11139759,11343157,11046878,10545854,9710763,9896413,8744855,8747365,9350220,9035784,9254253,9316504,8771963,8532728,8184863,8095666,8501482,9041971,8605718,8188602,7798879,7524638,7116635,6976941,6857513,6292286,5900210,5852031,5682732,5617839,7491080,7897947,7870466,8144629,7825345,7483040,7209096,6668805,7045633,7305680,7804440,7618937,7525390,7139132,6809033,6784719,6524636,6218791,6234121,6738659,6991799,6815993,6948756,6804273,7156634,7182869,7392052,7602775,8053172,8330881,8445763,8093702,7891473,7849039,7992268,8224185,8475540,8553758,8539737,9203047,10177648,10631201,10421716,10143062,10890582,10778786,10832956,10890386,11285713,11464868,11019564,11526582,11784341,12108040,12582947,13108304,13008596,12700397,11948981,11702401,11628887,4293386
309,Manhattan,103 St,Upper Broadway Line,40.799446,-73.968379,10/27/1904, ,1590843,2457156,2582514,2822191,2954849,3123688,2954935,3188298,3411816,3471284,3354764,3496661,3880950,3899689,3524450,4297202,4422400,4382700,4407059,4642631,4577036,4778814,5052276,5627329,5621331,5940675,5983643,5744709,5245554,5385815,5499493,5528666,5363361,5207885,5327835,5543445,5210953,5098449,4984402,4909449,5114623,5330734,5257749,5088624,4890701,4735423,4516822,4528568,4487683,3924155,3402373,3350821,3235106,3324999,3478246,3615367,3573533,3870581,3766111,3771507,3720229,3508795,3658999,3744103,3891695,3690564,3496872,3335932,3176376,3136161,3022479,2839625,2764934,2812177,2809940,2600469,2415603,2311939,2447511,2415268,2347923,2535515,2617560,2848629,2752802,2392038,2595930,2755314,2853778,3010727,3166125,3276885,3294388,3726939,3646596,3969127,4012609,3957080,3434373,3990553,4177667,4314609,4347657,4447213,4419549,4167100,4302101,4366343,4427199,4199559,4258632,4290142,4114291,4072703,3766055,1470254
308,Manhattan,Cathedral Pkwy-110 St,Upper Broadway Line,40.803967,-73.966847,10/27/1904, ,728014,1244683,1441739,1769187,2203715,2757877,2992873,3367655,3582640,3586954,3542667,3673180,3970990,3841110,3708005,4324204,4327500,4258473,4419768,4593243,4503408,4657991,4863024,5123372,5006843,5319294,5177342,4947229,4606128,4836714,4981043,5020548,5014636,4860530,4873726,4743035,4465801,4288695,4283456,4304399,4458529,4653697,4520765,4305052,4017516,3874590,3650626,3564901,3592514,3281556,3147844,3154033,3085613,3192558,3275613,3359226,3436929,3686375,3521830,3537967,3408836,3173367,3296978,3371056,3520381,3351589,3349694,3166646,3083837,3122236,2984440,2840396,2770282,2963430,3080741,2910180,2821642,2704938,2759710,2760158,2686069,2908164,3046508,3237337,3170132,2831603,2779157,3049592,3105691,3236810,3204475,3327156,3397677,4132291,3911988,4172774,4280205,4163552,3731184,4075424,4107802,4138496,4225558,4389552,4359005,4220891,4440822,4491643,4557743,4301285,4280482,4160302,3947489,4013259,3703893,1433586
307,Manhattan,116 St-Columbia University,Upper Broadway Line,40.807722,-73.96411,10/27/1904, ,604287,956870,1280745,1600043,1877111,2296066,2476114,2857103,3301106,3374313,3356780,3460692,3744454,3561706,3484588,4240322,4305600,4211300,4191272,4321624,4236892,4394987,4485800,4808986,4805738,5095265,4940289,4610251,4246839,4179297,4296778,4286071,4200625,4004768,3956179,3809766,3506767,3528625,3682717,3854711,3990495,4698476,4893429,4640257,4267216,4176796,3929783,3670981,3577033,3376432,3235476,3307488,3128114,3065154,3213401,3437356,3484399,3608921,3558763,3617748,3493514,3182423,3327064,3280178,3424776,3200904,3104900,3034358,2848637,2972674,2932156,2773232,2777094,2907658,3045398,2962991,2871802,2732547,2771603,2755820,2714650,2852536,3048258,3200404,3076622,2879835,2842410,2994544,3129381,3262128,3271386,3368898,3348605,3677823,3772845,4127703,4315048,4397610,4228865,4688052,4754989,4816774,4825577,4912623,4870652,4774192,4932065,4942022,5044561,4917691,4846181,4797152,4586341,4528136,4380469,1316284
306,Manhattan,125 St,Upper Broadway Line,40.815581,-73.958372,10/27/1904, ,788365,1702864,2210048,2676797,3129325,3706957,3646913,3877325,4157845,4191795,4409500,4514557,4994628,5017445,5205715,5842390,5956600,5981700,5976396,6084900,6048004,5993801,6014780,6397071,6324949,6600700,6426300,5752162,4577920,4326557,4219288,4215643,4136706,3983395,3862203,3664534,3400156,3303859,3271312,3355098,3507512,3737189,3636459,3392318,3148578,2997992,2663367,2563864,2476922,2027021,1781747,1713957,1822607,1891470,1973754,2070601,2277148,2519381,2440156,2472027,2358679,2126095,2164566,2179307,2264142,2143218,2016306,1911048,1824624,1764577,1606613,1486200,1408709,1420407,1458567,1380894,1307008,1166339,1246648,1188935,1164622,1291879,1391103,1421194,1453711,1351074,1309323,1315491,1414395,1522751,1554238,1640582,1657163,1969460,1918543,2056685,2055499,2094801,1769247,2081841,2231290,2282868,2358932,2444771,2402477,2358252,2438449,2560513,2649847,2578729,2555321,2524125,2438960,2457157,2368025,967478
305,Manhattan,137 St-City College,Upper Broadway Line,40.822008,-73.953676,10/27/1904, ,474134,912227,1974165,3072394,3683613,4034835,3945485,4066828,4356478,4355160,4470195,4603190,4904294,4770761,4740985,5291527,5360700,5173276,5202044,5413249,5222793,5305083,5388172,5656770,5513031,5851507,5898266,5653591,5175693,5062510,5203526,5330675,5154346,5022051,4946589,4947139,4657995,4528998,4644225,4648923,4805007,5493610,5778465,5350385,4924458,4694766,4393043,4258234,4123627,3732183,3650651,3669123,3585177,3552009,3670337,3876847,4033116,4229658,4145935,4176902,4087887,3864550,3995223,4024999,4218599,4055512,3969650,3617234,3374019,3331761,3136648,2894298,2786359,2784556,2842197,2773194,2743789,2601862,2743291,2765230,2796505,3020530,3141502,3297023,3429852,2686962,3092064,3200938,3195977,3276808,3315008,3307452,3182867,3692865,3699746,4003597,4188337,4102124,4229328,4352785,4413301,4400422,4515446,4618524,4523575,4436971,4546654,4634498,4825267,4542044,4646578,4564432,4440108,4260166,3874783,1717440
304,Manhattan,145 St,Upper Broadway Line,40.826551,-73.95036,10/27/1904, ,1238607,1726341,2055792,2684664,3405953,3957069,3856890,4212838,4555441,4753428,4841141,5024878,5470325,5144174,5008375,5739790,5760500,5569456,5515007,5683441,5354640,5562867,5693788,6002108,5822424,6152052,6142209,5995059,4902933,4462984,4406056,4478488,4402215,4269205,4219229,4216083,3875465,3716121,3473059,3226068,3264852,3462130,3334365,3084992,2762176,2638124,2500161,2385506,2331027,2026037,1999455,1993113,1948752,1903871,2007370,2152071,2204900,2322463,2219914,2202332,2106112,1878049,1901670,1925128,2068069,1965322,1853427,1704303,1557819,1473351,1357463,1271630,1239737,1296161,1328994,1299740,1283244,1200701,1300197,1322595,1383933,1495135,1582236,1631346,1668269,1408901,1492159,1491491,1570852,1670549,1766188,1777558,1812393,2145082,2202792,2443775,2570212,2758898,2742084,2836023,2994977,3153357,3166049,3191262,3128091,3115174,3138419,3289827,3274106,3364151,3338110,3328994,3208921,3062446,2936613,1264852
303,Manhattan,157 St,Upper Broadway Line,40.834041,-73.94489,10/27/1904, ,767695,1464538,1230234,1701019,2181607,2635390,3074852,3785261,4164462,4361835,4497546,4705694,5191413,4844356,4620402,5189077,5306580,5345136,5340303,5456978,5044071,5312872,5395584,5667503,5388814,5638128,5656328,5485048,4313542,3906018,3813471,3786542,3645854,3526256,3533278,3460856,3145604,3045231,2927304,2846382,2911391,3074421,2942523,2682116,2400471,2310452,2160931,2046048,2005170,1778026,1748028,1746500,1688173,1678078,1834770,1967881,2045706,2190822,2133562,2211174,2202094,2017076,2093245,2160114,2319328,2184185,2052220,1927172,1839427,1821937,1718547,1630065,1632233,1734922,1814022,1784389,1728772,1635248,1739289,1808993,1818439,1889514,2100051,2180654,2277958,2003056,2024601,2011361,2026292,2081649,2154125,2181458,2214922,2418584,2476113,2649054,2757059,2862858,2872718,2989571,3073795,3154138,3213412,3255229,3251747,3238373,3259408,3381015,3458058,3481873,3516545,3542519,3488053,3514522,3739786,1414356
