ComplexID,Boro,Station,Line,Latitude,Longitude,Opening,Closing,Y1904-05,Y1905-06,Y1906-07,Y1907-08,Y1908-09,Y1909-10,Y1910-11,Y1911-12,Y1912-13,Y1913-14,Y1914-15,Y1915-16,Y1916-17,Y1917-18,Y1918-19,Y1919-20,Y1920-21,Y1921-22,Y1922-23,Y1923-24,Y1924-25,Y1925-26,Y1926-27,Y1927-28,Y1928-29,Y1929-30,Y1930-31,Y1931-32,Y1932-33,Y1933-34,Y1934-35,Y1935-36,Y1936-37,Y1937-38,Y1938-39,Y1940,Y1941,Y1942,Y1943,Y1944,Y1945,Y1946,Y1947,Y1948,Y1949,Y1950,Y1951,Y1952,Y1953,Y1954,Y1955,Y1956,Y1957,Y1958,Y1959,Y1960,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020
360,Bronx,Pelham Bay Park,Pelham Line,40.852462,-73.828121,12/20/1920, ,,,,,,,,,,,,,,,,,277800,698100,778071,892283,1102027,1139926,1147509,1175941,1286541,1474637,1622410,1615871,1803903,1767030,1394793,1746530,1856562,1778505,1748660,1720620,1595861,1587149,1693794,1672754,1476163,1655597,1723774,1534582,1466802,1365399,1360984,1270808,1222252,1111563,1084666,1085169,1165219,1177464,1252369,1321025,1420843,1544417,1560239,1502659,1471802,1377987,1324100,1323325,1419309,1759396,2067394,2285487,2217268,2119575,1855651,1683056,1597314,1598494,1519087,1379102,1216039,1120725,1350831,1232993,1098758,1094781,1150604,1192162,1158061,1204573,1153780,1052486,1077346,1124083,1159680,1119541,1096563,1316504,1381447,1504073,1579313,1591111,1589658,1657542,1745036,1825667,1836334,1931973,1946139,1997392,2062525,2030215,2096130,2318533,2337689,2208725,2207720,2146552,2134403,951324
22,Manhattan,Rector St,Broadway-60 St Line,40.70722,-74.013342,1/5/1918, ,,,,,,,,,,,,,,812761,1651681,1827295,3032270,3440176,3773465,3965176,4340347,4611925,5025233,5207344,5932268,6445798,5332970,3595911,3209717,3187108,2810987,2880633,2915018,2721552,2616734,2523960,2424168,2498837,2911611,3113470,3258440,3431412,3358467,3204279,2907811,2755691,2817637,2836478,2736551,2673754,2869947,2983198,3048930,2917884,2839117,2797730,2918549,2925527,2677415,2729309,2704973,2892456,3214029,3067673,3191228,2806739,2584665,2407006,2205582,2061544,1970469,1924198,1810038,1747769,1832848,1848724,1975293,1921564,1878837,1659980,1511211,1489411,1504597,1402321,1283911,1181264,1239778,1487772,1582718,1575410,1504147,1473217,1494682,1710253,1857908,2079979,1903269,2978158,2163307,1955190,2306060,3228330,3023850,3051759,2662135,2463933,2413512,2053706,1524110,1116833,1896968,2038348,2213971,2154295,2014996,594426
20,Manhattan,City Hall,Broadway-60 St Line,40.713282,-74.006978,1/5/1918, ,,,,,,,,,,,,,,671907,2124109,2970240,5794802,6297515,6461251,6953275,7484086,7615551,8035714,7921819,7834496,7854229,7271738,5875564,5267847,4941307,4717491,4562983,4264652,4147208,4185644,4064408,3784623,3726526,3501198,3364694,3535522,4131085,4110301,3927775,3660837,3443499,3181220,3078253,2954429,2827643,2803104,2726436,2660933,2554435,2445682,2481455,2449972,2532387,2464300,2524083,2395551,2267333,2342070,2258058,2162079,2088874,2050813,2008255,2015115,1985725,1974210,1908765,1878460,1917341,1966306,1932691,2004565,2015803,2074295,1960698,1882397,1909320,1982421,1984591,2141401,2134036,2122465,2185037,2296293,2425902,2569203,2629568,2637786,2903088,2846293,2874180,2555465,3450263,2893493,2568860,2626333,3071346,3081719,3205157,2974836,2790204,2627822,2094122,1560414,1151646,1828806,1977733,2258254,1920070,1710380,536758
17,Manhattan,Prince St,Broadway-60 St Line,40.724329,-73.997702,9/4/1917, ,,,,,,,,,,,,,,1502201,2230120,3316980,3580452,4189834,4514223,4791794,5267674,5556264,5768075,5715079,5805858,5719460,5314999,4762927,4327198,4212310,4201655,4144251,3873861,3435527,3459269,3637167,3701530,3516665,3214633,2864900,2760537,3033823,2850523,2795502,2722512,2809431,2674672,2721301,2701774,2553137,2507949,2357993,2229831,2108448,2068218,2005799,2023675,2158783,2138987,2180960,2112731,2017145,1954028,1629228,1556083,1443494,1422147,1358086,1241841,1146609,1130477,1145173,1122615,1158370,1154868,1109294,1124655,1069882,1090282,1083805,1180217,1350487,1539446,1703627,1700808,1616072,1571167,1591727,1815265,2139104,2477203,2718365,2770231,3188291,3630750,4158948,3024876,4480411,4575462,4587594,4526663,4444686,4827910,4971704,4856796,5146546,5603783,5508110,5209433,5311765,5386641,5314922,4990346,5142727,4342692,1218279
16,Manhattan,8 St-New York University,Broadway-60 St Line,40.730328,-73.992629,9/4/1917, ,,,,,,,,,,,,,,2123267,3311299,5085365,5155841,5774654,5988654,6523614,6848609,7339288,7849359,7832493,7794885,7989488,7758790,7216972,6682419,6560238,6376695,6336917,5948651,5561857,5564572,5559532,5538212,5283623,5270672,4972772,5108150,5922425,5909737,5800586,5664467,5690551,5226034,4912383,4618092,4330262,3611975,3690279,3800679,3793984,3891691,3852427,3989600,4266505,4254000,4367102,4290209,4321456,4697321,4319128,4131729,3677405,3494831,3241224,3074329,3042085,2869553,2732787,2708116,2891432,3022766,3068295,3295723,3362800,3517217,3561996,3699637,3896249,4206693,4462753,4390575,4040356,3721633,3575039,3937869,4291175,4619704,4719325,4598716,5140452,5397681,6020996,4220951,5758505,5803818,5568299,5374135,5249392,5398289,5469490,5414133,5474109,5779126,5663358,5379647,5635598,5894747,6030544,5569352,5686332,5434212,1549451
14,Manhattan,23 St,Broadway-60 St Line,40.741303,-73.989344,1/5/1918, ,,,,,,,,,,,,,,2036709,5625907,7283364,7465097,8216818,8941989,10064998,10807254,10801744,11024543,11227896,11227478,11730261,11333181,10637356,9794596,9597405,9668566,9880188,9655696,9137378,9084096,9453572,9106709,8421009,7875663,7418600,7516174,8849944,8724059,8332196,7605272,7416825,6872055,6589433,6501580,6136116,6071154,6129759,5831612,5566333,5364668,5293384,5339062,5710382,5470905,5561972,5370595,5213835,5221735,4704444,4599211,4276898,4092225,3887669,3759856,3626298,3519681,3257923,2987704,2944881,2963261,2844254,2880108,2728591,2719557,2597579,2668080,2754726,2916711,3184795,3179466,3048193,2650380,2615215,2885446,3327850,3597992,3847542,3947975,4544433,5036508,5394526,3685543,5320605,5230012,5208323,5263778,5306918,5636909,5889298,5736345,5998303,6659479,6805210,6905704,7348879,7965410,8151328,7651650,8155834,7085694,2020698
13,Manhattan,28 St,Broadway-60 St Line,40.745494,-73.988691,1/5/1918, ,,,,,,,,,,,,,,1489220,3553990,4213364,4132992,4611888,4892007,5393324,5766039,5821193,6081568,6039721,6423157,6581554,6469974,5869495,5412759,5246936,5275515,5368489,5230522,4942845,4993217,5043320,4712938,4165743,3884700,3704376,3776629,4257595,4159042,4024155,3915930,3917268,3744908,3648293,3561353,3353190,3224201,3229235,3079215,2889343,2856546,2850576,2845097,2977589,2890839,3043968,2981139,2920933,2934645,2787808,2703458,2504434,2439116,2319404,2206389,2054169,1990998,1916699,1769916,1801117,1877846,1849963,1866871,1802610,1797276,1746981,1739373,1741480,1813924,1899776,1987032,1858637,1818901,1810887,1896479,2013782,2119357,2321556,2399380,2578141,2873119,3191775,2240432,3037161,2967837,3062128,3053983,2838173,2951768,3011248,2931184,3044555,3297714,3413315,3520209,3796977,4083143,4205109,4065263,4445982,4018310,1197468
10,Manhattan,49 St,Broadway-60 St Line,40.759901,-73.984139,7/10/1919, ,,,,,,,,,,,,,,,,2957431,3694506,4234225,4760580,5842522,6846572,8148825,9672162,10516738,11165516,11282751,10691079,9833512,9507728,9810967,10062625,10602548,10434369,9898290,9958502,10372468,9362465,9664330,10604821,10383118,10913581,11413774,10596858,9927276,8648392,8236490,7635812,7309279,7522448,6945830,6716199,6973462,6624287,5977236,5845390,5812799,6031133,6401271,6243226,6572871,6466074,6430346,6477866,4908427,4583995,4207002,4024824,3862756,3046190,2806601,3309328,3360278,3391287,3696502,3882800,3894119,3999668,3847513,3643083,3401975,3428339,3758443,4387970,4626977,3785042,3346478,2976357,3021691,3648273,4008288,4398222,4718127,4754875,5512596,5856974,6459390,6956349,8481287,8118611,7241259,7183508,7415223,7976466,8106715,7817461,8139011,8121552,8186576,8155010,8544694,8029988,8754627,8626669,8394862,7410041,1985474
9,Manhattan,Midtown-57 St-7 Av,Broadway-60 St Line,40.764664,-73.980658,7/10/1919, ,,,,,,,,,,,,,,,,2655106,3129685,3714289,4279100,5238871,5984893,6587584,7578821,7967815,8284416,8590120,8148104,7565061,6960945,6720147,6402052,6295309,6029638,5850303,5672130,5556785,5223060,4955685,4938902,5155514,5432455,5972637,5935289,5679579,5303026,5383198,5197672,5040144,5239185,5015902,4989594,5246811,5555011,5896829,5926787,5882868,5913543,6256224,6340550,6878476,6947078,6775525,7053758,5932604,5682667,5481249,5445111,5421711,5404968,5223487,5076606,4941154,4789156,4988241,5308387,5218890,5384409,5411077,5566501,5407332,5552576,5933971,6729220,7082172,5301482,4808527,4046288,3972217,4190058,4611776,5459028,5555904,5556159,6504272,6718269,7394033,8123781,9117526,8754015,8382981,8449827,8497262,8851888,9132165,8766257,8804794,8613792,8726980,8945751,9314649,9512090,9616547,11300097,11978164,11012550,3474824
8,Manhattan,5 Av-59 St,Broadway-60 St Line,40.764811,-73.973347,9/1/1919, ,,,,,,,,,,,,,,,,854309,1129675,1297571,1386220,1820460,2189046,2293180,2757845,3158467,3577017,4017079,4091992,3704398,3348894,3210376,3252490,3326931,3263310,3166271,3077120,3065975,2972493,2792681,2773654,2859399,3115552,3485912,3513958,3513502,3414451,3357579,3470220,3401856,3402204,3159879,3021365,3394165,3564020,3638430,3771052,3895166,3879448,4098534,4028638,4169332,4041278,3893577,4172050,4136366,4242276,3802782,3775092,3825276,3886784,3846555,3726970,3743493,3915823,4078077,4222379,4028589,4056279,4008324,3889353,3632449,3467107,3454274,3507044,3688996,3401615,3077154,2610891,2537564,2954281,3187923,3109871,2750554,3204499,4025379,4195295,4677547,4681025,4715430,4498896,4616827,4813944,5056435,5589873,5865430,5582248,5770964,5893657,5941836,5927685,6155019,6017047,5929715,5367130,5136918,4995128,1672584
107,Manhattan,Broad St,Nassau St Line,40.706476,-74.011056,5/30/1931, ,,,,,,,,,,,,,,,,,,,,,,,,,,,418482,4919168,5021200,5410553,5079532,5402688,5411162,4937855,4657751,4685839,4826482,5091843,5425763,5787880,6090566,6640309,6768847,6667070,6510548,6260900,6701810,6830318,6684103,6447412,6225042,6106095,5980103,5866181,5836211,5860384,5780770,5825501,5552482,5580750,5400062,5388542,5897571,7236657,8071607,7559440,7113826,6582217,6041502,5585790,5374006,5241717,4982150,4631102,4771685,4925971,5316172,5238996,4836906,4410634,4074362,3643347,3332208,2493830,2730673,2475741,2207584,1949274,1794006,1661556,1499282,1472122,1565990,1680011,1342536,1767030,2017217,1893930,1609132,1589170,1625900,1742253,1764904,1866784,1795906,1636627,1473717,1315012,1436506,1662905,1834780,2064292,2056754,1967616,2172223,698480
103,Manhattan,Bowery,Nassau St Line,40.72028,-73.993915,8/4/1913, ,,,,,,,,,,6037630,7341072,8532592,9614416,6707216,6038411,6613089,6215058,6778859,7071432,7562965,8197035,8113141,8367407,7898129,4624701,6033311,5246865,4628374,4120058,3907513,3840073,3728197,3419161,3040224,2884304,2679518,2570482,2427588,2265015,2142118,2160431,2384948,2298548,2048273,1654000,1500232,1414158,1330334,1193556,1048450,982857,961562,910344,877235,847469,783888,729378,692700,648098,617820,551193,487939,484171,397834,338232,295548,283499,250023,219421,197622,174339,160501,151691,163909,161311,153510,160514,165103,163421,130136,159409,177570,176419,148818,102627,88355,75902,70989,84719,90019,105900,111129,113490,143875,123815,250126,374381,477528,531554,530882,589400,694100,819021,938115,1051028,1044394,991686,968629,970576,1057000,1184920,1223959,1327970,1275541,1325244,454326
118,Manhattan,3 Av,14 St Line,40.732849,-73.986122,6/30/1924, ,,,,,,,,,,,,,,,,,,,,685,752159,966724,1111904,1163309,2115219,2398795,2332242,2329423,2188699,2215541,2148023,2163311,2088099,1990193,1934626,1951125,1972052,1869305,1820521,1816392,1960154,2247648,2256258,2082257,1791543,1675708,1616837,1549822,1526042,1264672,1178110,1123889,1046943,1002516,1027777,1019481,1024818,1084965,1064506,1042111,976923,920838,945602,929680,928814,924763,878702,829013,769966,691496,679103,592368,558319,550766,566524,559750,578521,561351,553521,534594,509676,514161,537732,540626,544783,539474,551194,545039,585471,634060,686954,760805,792628,899948,1020845,1146823,1300193,1360880,1310782,1414139,1366528,1462293,1733892,1825033,1886833,2060364,2048408,2182023,2310062,2473561,2386533,2449392,2319152,2204834,1700456,742241
119,Manhattan,1 Av,14 St Line,40.730953,-73.981628,6/30/1924, ,,,,,,,,,,,,,,,,,,,,1057,2419050,3225130,3589568,3739392,4924594,5459523,5324697,5016209,4713516,4720972,4602356,4647831,4520978,4198289,4051120,3724890,3587365,3517097,3430660,3196197,3034760,3094594,3418107,3868143,4754956,4643778,4514464,4171385,4293307,3709311,3523535,3456124,3289923,3187336,3212575,3205362,3202645,3563155,3310834,3253473,3062676,2932877,3123912,3010335,2957326,2927373,2890984,2874290,2762575,2540621,2451612,2308482,2264798,2420767,2467231,2345584,2342020,2234941,2284266,2233555,2216643,2198470,2398858,2549099,2538401,2586571,2640055,2794390,2995319,3243046,3312769,3248195,3157607,3382685,3655540,4131324,4574737,4843735,4655067,4992321,4973154,4931530,5598821,6201745,6490329,6936132,7050336,7296576,7735905,8111070,7702110,7660896,7071729,6743140,5345371,2177284
231,Manhattan,Grand St,6 Av Line,40.718267,-73.993753,11/26/1967, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66498,1077757,1516533,1668774,1810651,1831848,1961690,2030540,2140799,2125811,2135376,2223865,2363212,2547445,2796816,2801026,2770623,2789774,2412564,1389555,722533,756472,4624795,5243225,5075725,5289389,5755653,5817270,4666600,5612871,6174421,7565225,8434265,9051836,6120697,2040606,1799917,5088831,6196196,7040274,7562391,7916118,7767488,7746428,7770139,7658249,7994060,8131543,8010864,7942505,7653408,7187070,8024364,2908017
234,Manhattan,East Broadway,6 Av Line,40.713715,-73.990173,4/9/1936, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030838,2739469,3152601,3475048,4054322,4598137,4794581,4745975,4511701,4526850,5039914,5146042,5136533,4968455,4995739,4886825,4852199,4529446,4011262,3959703,4159307,4130634,4026622,3899293,3796158,3708378,3724246,3610523,3505268,3546796,3244333,3240134,3057706,3040109,2770182,2617271,2454360,2429089,2361187,2295189,2178700,2164080,2298876,2388818,2377538,2427777,2399381,2451123,2440651,2503488,2627492,2691206,2832373,2816415,2631953,2609260,2655665,2802809,2898705,3082513,2887510,2843678,3311632,3572658,3677771,4307356,4589652,4352635,4048710,3951122,4116490,4149390,4281913,4042581,4001149,4057707,4021679,4208654,4379909,4576662,4752739,4458909,4216327,4460330,1622512
232,Manhattan,Lower East Side-2 Av,6 Av Line,40.723402,-73.989938,1/1/1936, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153460,3073994,3743334,4198508,4596986,4868560,4894226,4846826,4440541,4450930,4914845,4941855,4892266,4733042,4727890,4583140,4353020,4215959,3730109,3740717,3798824,3698080,3542767,3167996,3095638,3079967,3230876,3114349,3036287,2998089,2725148,2725876,2582424,2615718,2444291,2327665,2188423,2112398,2066815,1938839,1743027,1683472,1787308,1868513,1779455,1786426,1777548,1866965,1653415,1611981,1592536,1634866,1651499,1714209,1676856,1732861,1896457,2097375,2318329,2432569,2453966,2594653,2996630,3328903,3637622,3845891,4158457,4279275,4479066,4649539,5039736,5501841,5845342,5734200,5627896,5728217,5706955,5999079,5772265,5847710,5772537,5372036,5034358,5583944,1846978
228,Manhattan,23 St,6 Av Line,40.742878,-73.992821,12/15/1940, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210699,6466496,7274229,7788071,7665065,7874344,9020249,8940521,8935550,8464991,8497424,8250195,8242029,8145166,7842883,8286840,8188880,7719051,7238004,7199256,7184708,7068979,6781837,6514017,6430238,6318794,5921758,6027718,5980148,6046495,5518190,5287339,5031037,4804786,4661619,4411832,4369076,4372852,4488923,4610892,4250620,4351915,4278899,4337724,4298733,4101597,3815211,3718762,3701919,4076313,3700814,3608437,3546848,3668487,3887324,3994253,4157933,4437578,5086805,5643989,5884822,6028814,6165975,6395319,6711715,6975107,7179443,7512297,7565129,7161707,7394628,7911886,8078511,8446249,8678810,8942154,8989195,8636801,5099809,8619473,3100291
225,Manhattan,47-50 Sts-Rockefeller Center,6 Av Line,40.758663,-73.981329,12/15/1940, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469753,11167138,12835552,14063199,14668368,15981013,17574066,17222941,17023781,16236245,16217063,16022548,15789553,15545967,14674499,14514670,14911336,14525011,14421760,14331232,14749245,15369228,16014352,16137576,16541934,16584778,15833245,16630789,17532594,17649775,16249997,14878010,14996686,15084155,15263549,14796263,14667807,14903257,15687945,16475647,15622527,15928652,15532615,14754039,14186960,13517317,12456035,11573205,11254124,13209344,12827371,12091255,12202581,12784597,13692069,13313426,13706695,14364734,16219834,17268564,18409112,17591014,15901255,15016674,16203077,16340661,16801789,17628737,17477350,15977449,16517856,17466013,17091251,17759382,18236646,18469446,18086203,17471620,17289384,18604810,5826100
169,Manhattan,Canal St,8 Av Line,40.720824,-74.005229,9/10/1932, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190801,2730498,3331695,3595802,3936736,4375907,4638914,5148520,6216692,7102873,8047044,8091337,7979035,8444960,8064631,7898612,7470365,7556377,7912951,7820983,7620672,7092045,6820570,6782148,6232128,5772064,5495722,5344116,5317359,5264405,4939827,4886750,4673635,4273713,4221553,4161592,4175529,3895627,3536534,3407792,3641855,3148873,2879147,2834836,2871354,3026434,3131624,3354756,3196823,3121587,3041724,3121257,3178777,3226956,3159680,3219287,3211179,3279398,3185157,3409739,3580048,3818668,3816167,3767437,3770108,4088512,4364428,4813958,5152150,5309669,4942512,5104588,5032628,5259927,5342257,5537713,5331572,5351984,5646937,5612068,5922371,6013138,6011243,5753945,5932386,6160037,6403172,1965245
168,Manhattan,Spring St,8 Av Line,40.726227,-74.003739,9/10/1932, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656211,1270705,1615155,1713638,1628497,1706364,1711320,1935876,2496711,2768974,3162865,3220719,3206529,3431271,3418230,3311004,3190799,3221089,3264838,3377235,3360088,2996841,2817274,2754451,2662440,2467940,2491142,2436677,2369242,2384790,2194851,2091878,2079031,1939447,1961346,2087329,2063359,1868102,1694997,1599470,1485683,1457088,1270251,1197541,1337329,1470006,1580842,1504939,1575938,1572530,1588042,1580258,1562521,1518686,1485013,1456740,1477015,1464048,1389509,1498700,1591557,1676440,1760892,1868601,2000810,2339186,2637526,2799021,2756454,2616514,2605514,2787051,2873559,3051044,3319086,3399017,3223654,3301437,3589809,3718956,3874428,3965206,3782314,3744702,3637863,3853792,4423135,1377863
165,Manhattan,23 St,8 Av Line,40.745906,-73.998041,9/10/1932, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1918256,4083791,5175042,5888749,6888131,7899310,8721977,9961820,7146337,6977785,7262145,7155446,7434695,8377628,8391150,8114701,7740970,7572699,7380053,7168688,6839117,6037245,5802391,5781923,5549021,5232268,5231212,4738055,4533427,4874194,4871626,4777151,4763488,4389392,4431501,4457278,4456720,4032296,3686306,3357421,3184989,3060103,2889736,2733902,2980522,3232489,3364695,3245839,3339288,3168252,3137406,3063007,2988181,2869875,2856408,2922317,2759187,3006672,3040089,3163437,3385232,3671852,3755532,3882399,4039819,4667688,5052915,5412062,5461246,5248443,5244743,5869125,6118062,6455303,6785651,7060491,6819642,6707382,7001778,7155940,7629811,7923005,7844508,7543246,7410618,7420152,7272610,2341259
164,Manhattan,34 St-Penn Station,8 Av Line,40.752287,-73.993391,9/10/1932, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5167390,12671360,15855842,18141841,21785843,24670185,26492152,29642333,22221708,23929407,27391537,28301529,28872676,29975425,28767755,27620916,25549196,23980489,22893929,22476813,21436060,19727405,19235604,19371351,18901872,18147210,18078549,17544600,17375615,17662906,16862238,16841354,16097839,15075150,15859755,17098538,17959295,16617536,15734389,14290445,13784539,13583634,13015194,12650958,13057750,13961266,14601061,14898139,15489540,15167623,15651276,16038257,16066777,16131569,16104000,16454925,15119907,15556834,15419048,15500307,16286299,17239806,17482488,17731136,18529165,20237799,21338725,22503337,22637540,23727788,21707757,22130711,22484623,23729462,25262174,26013432,24182097,24265016,24751771,24851746,25726374,26493571,26147434,25183869,24366500,24857456,25631364,8010472
162,Manhattan,50 St,8 Av Line,40.762456,-73.985984,9/10/1932, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2508924,5078142,6269909,7193664,8286657,9321146,10105688,10695487,7851069,8087145,8896672,8780724,9239072,9638049,8922336,8506768,7711030,7189201,6721303,6531149,6285266,5831997,5834974,5921522,5971675,5605874,5520454,5545372,5461048,5706159,5290247,5174962,4933665,4448628,4570451,3993003,3911492,3512163,3251717,2910530,2702385,2630193,2474230,2293550,2232848,2466256,2570813,2537735,2584873,2498556,2434428,2400826,2358239,2238260,2189387,2313813,2164324,2551683,2579689,2736138,2852721,3157001,3339373,3416466,3554127,4246821,4775967,5148328,4862746,4844903,4705726,5063371,5135167,5378311,5832174,6014215,5543164,5407322,5573587,5714183,6259935,6867521,6826275,6778797,6694422,6441984,6902595,2002813
277,Manhattan,7 Av,53 St Line,40.762862,-73.981637,8/19/1933, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369069,572514,688967,985373,1590618,1828230,2100825,2305709,2430798,2623866,2745703,2723344,2961227,2921416,2778747,2566218,2609667,2621681,2593640,2602016,2424991,2502245,2426171,2346973,2357177,2352622,2393982,2437754,2711203,2931586,3116369,3410668,3120339,3297598,3504762,3777354,3674038,3552789,3368110,3360051,3373943,3310829,3250275,3237604,3231862,3380559,3325586,3373587,3365941,3286379,3343612,3178545,2869746,2676243,2582674,2853449,2981741,2881037,2993984,2902540,2933503,2845269,3071470,3329650,3880573,4169294,4302476,3816125,3270470,3022105,3503663,3602310,3886404,4274701,4407607,4121196,4136423,4297779,4384090,4744808,5092341,5252615,5162589,5105535,5299531,5508778,1545234
276,Manhattan,5 Av-53 St,53 St Line,40.760167,-73.975224,8/19/1933, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379630,2222919,2811954,3687068,5333508,6134852,7040378,5681137,5474845,5445740,5708751,6340201,7284562,7445580,7510480,7257209,7261948,7516053,7636136,7437499,7228681,7326325,7230744,7079493,7453646,7679387,7967811,8650749,9306131,9210143,9287107,9135587,8618092,9192418,9638504,9713934,8981508,7933082,7390158,7619857,7701115,7236005,7190734,7533661,7939398,8324240,7943721,8239891,8321114,8336372,8633192,8399308,8442382,8371061,8362620,8343082,8044005,7466219,7311291,7366328,7816919,7833117,8348503,7547442,6485663,7476721,8972244,8278472,7041443,6479282,6519352,6789453,6989592,7339012,7488443,6636192,6309404,6519696,6744422,7298061,7543062,7597212,7240517,7111270,7748504,7684091,2076871
224,Manhattan,57 St,63 St Line,40.763972,-73.97745,7/1/1968, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563531,1504288,1510334,1502944,1587336,1625968,1656373,1624944,1553450,1450785,1500483,1601398,1555185,1590758,1497304,1378425,1280345,1075055,877580,773796,769053,1311778,1418020,1421056,1474506,1598677,1780405,1429833,1748483,1966491,2209971,2425058,2360527,1861664,3326682,3734712,4075504,4218995,4249311,4473695,4559484,4237742,4510875,4630781,4408190,4520733,4603639,4720245,4821309,4557372,2254820,4550216,1491039
223,Manhattan,Lexington Av-63 St,63 St Line,40.764629,-73.966113,10/29/1989, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76051,622423,787436,896276,1020916,1158183,1125039,1230943,1277586,461268,653679,1094631,1239510,2970038,3506703,3665329,3695168,3741511,3807931,3951573,3989743,4889704,4722939,4566850,4462467,4479963,4718159,5033950,6389408,6506078,6567634,2441527
222,Manhattan,Roosevelt Island,63 St Line,40.759145,-73.95326,10/29/1989, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134361,924438,1044443,1087465,1204189,1276672,1201827,1202183,1216701,1212582,1285574,1371388,1425557,1588381,1596306,1648937,1629783,1927373,1874023,1929468,1875228,2580003,2114468,2026567,1948925,1870476,1966493,2110471,2361627,2269432,2380764,893253
160,Manhattan,72 St,8 Av/Central Pk W Line,40.775594,-73.97641,9/10/1932, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999910,1799762,2053202,2217562,2395292,2565285,2730686,3050766,3635152,3574977,3535671,3381050,3494360,3721383,3658078,3404082,2993062,2801993,2596427,2493026,2432006,2140528,2037770,2033999,1953682,1912845,1851615,1833258,1798404,1895709,1746458,1709705,1708207,1615855,1705385,1793532,1793931,1651471,1504012,1357666,1290474,1255694,1191473,1123618,1104685,1177230,1195858,1152860,1201682,1140859,1120108,1048997,985573,895468,835262,846300,851847,950724,903279,973057,1105411,1309440,1365714,1409121,1449118,1688084,1925022,2046939,2165933,2182889,2140202,2229597,2264805,2377265,2567885,2750338,2670067,2760109,2787379,2832934,2942517,3015722,2979236,2921892,2799974,1382963,2837041,935070
159,Manhattan,81 St-Museum of Natural History,8 Av/Central Pk W Line,40.781433,-73.972143,9/10/1932, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969056,1704957,1842503,2185017,2349038,2510768,2690842,3036548,3503806,3553536,3578640,3615186,3750570,3976789,3928322,3761343,3313149,3161789,2990654,2953725,2822805,2589696,2487326,2512746,2402805,2384849,2342050,2381313,2375708,2518696,2387724,2313359,2283500,2079781,2182099,2231520,2280151,2041507,1895036,1778964,1693145,1667399,1603161,1467727,1473573,1587477,1665774,1549934,1567952,1496175,1489544,1437336,1357710,1327240,1297358,1307008,1325098,1359881,1291488,1367378,1474379,1699591,1865504,1862400,1929104,2182199,2269461,3136839,3181389,3173576,3121581,3200841,3264832,3516638,3885270,4073856,4034001,4063020,4116976,4232404,4477625,4561347,4584041,4517912,4328599,4748083,4407607,1275973
